word	Valence	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
mogul	0	0	0	0	0	0	0	0	0	0	0
polovica	0	0	0	0	0	0	0	0	0	0	0
vlažen	0	0	0	0	0	0	0	0	0	0	0
sočen	0	0	0	0	0	0	0	0	0	0	0
vlaga	0	0	0	0	0	0	0	0	0	0	0
vlažnost	0	0	0	0	0	0	0	0	0	0	0
kočnik	0	0	0	0	0	0	0	0	0	0	0
melasa	0	0	0	0	0	0	0	0	0	0	0
kalup	0	0	0	0	0	0	0	0	0	0	0
oblikovan	0	0	0	0	0	0	0	0	0	0	0
krojen	0	0	0	0	0	0	0	0	0	0	0
oblikovanje	0	0	0	0	0	0	0	0	0	0	0
plesniv	0	0	0	0	0	0	0	0	0	0	0
trohneč	0	0	0	0	0	0	0	0	0	0	0
molekularen	0	0	0	0	0	0	0	0	0	0	0
molekula	0	0	0	0	0	0	0	0	0	0	0
nadlegovanje	-1	0	1	1	0	1	1	0	1	0	0
stopljen	0	0	0	0	0	0	0	0	0	0	0
staljen	0	0	0	0	0	0	0	0	0	0	0
trenutek	0	0	0	0	0	0	0	0	0	0	0
trenuten	0	0	0	0	0	0	0	0	0	0	0
daljnosežen	0	0	0	0	0	0	0	0	0	0	0
pomemben	0	0	0	0	0	0	0	0	0	0	0
zagon	1	1	0	0	1	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0	0
monarh	0	0	0	0	0	0	0	0	0	0	0
monarhija	0	0	0	0	0	0	0	0	0	0	0
samostan	0	0	0	0	0	0	0	0	0	0	0
meniški	0	0	0	0	0	0	0	0	0	0	0
redovniški	0	0	0	0	0	0	0	0	0	0	0
samostanski	0	0	0	0	0	0	0	0	0	0	0
denaren	1	1	0	0	1	0	0	0	0	0	0
denar	1	1	0	1	1	0	0	1	0	1	1
menih	1	1	0	0	0	0	0	0	0	0	1
opica	0	0	0	0	0	0	0	0	0	0	0
enobarven	-1	0	1	0	0	1	0	0	0	0	0
monoton	-1	0	1	0	0	1	0	0	0	0	0
monogamija	0	0	0	0	0	0	0	0	0	0	1
monogram	0	0	0	0	0	0	0	0	0	0	0
monografija	0	0	0	0	0	0	0	0	0	0	0
enoslojen	0	0	0	0	0	0	0	0	0	0	0
monolog	0	0	0	0	0	0	0	0	0	0	0
monopolist	-1	0	1	0	0	0	0	0	0	0	0
monopol	0	0	0	0	0	0	0	0	0	0	0
monotonija	0	0	0	0	0	0	0	0	0	0	0
monsun	-1	0	1	0	0	0	0	0	1	0	0
pošast	-1	0	1	0	0	0	1	0	0	0	0
pošast	-1	0	1	1	0	1	1	0	0	1	0
pošastnost	-1	0	1	1	0	1	1	0	0	1	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0	0
mesec	0	0	0	0	0	0	0	0	0	0	0
mesečen	0	0	0	0	0	0	0	0	0	0	0
spomenik	1	1	0	0	0	0	0	0	0	0	0
monumentalen	0	0	0	0	0	0	0	0	0	0	0
mukanje	0	0	0	0	0	0	0	0	0	0	0
razpoloženje	0	0	0	0	0	0	0	0	0	0	0
vzdušje	0	0	0	0	0	0	0	0	0	0	0
muhast	-1	0	1	1	0	0	0	0	1	0	0
luna	0	0	0	0	0	0	0	0	0	0	0
mesečina	0	0	0	0	0	0	0	0	0	0	0
privezan	0	0	0	0	0	0	0	0	0	0	0
privez	0	0	0	0	0	0	0	0	0	0	0
sidrišče	0	0	0	0	0	0	0	0	0	0	0
privez	0	0	0	0	0	0	0	0	0	0	1
barje	0	0	0	0	0	0	0	0	0	0	0
los	0	0	0	0	0	0	0	0	0	0	0
sporen	-1	0	1	0	0	0	0	0	0	0	0
predlagan	0	0	0	0	0	0	0	0	0	0	0
krpa	0	0	0	0	0	0	0	0	0	0	0
pobrisati	0	0	0	0	0	0	0	0	0	0	0
moralen	1	1	0	1	0	0	0	0	0	0	1
etičen	1	1	0	1	0	0	0	0	0	0	1
nauk	1	1	0	1	0	0	0	0	0	0	1
moralnost	1	1	0	0	0	0	0	0	0	0	1
etika	1	1	0	0	0	0	0	0	0	0	1
moralen	1	1	0	1	1	1	0	1	0	1	1
etika	1	1	0	1	1	1	0	1	0	1	1
moralnost	1	1	0	1	1	1	0	1	0	1	1
močvirje	0	0	0	0	0	0	0	0	0	0	0
zmešnjava	0	0	0	0	0	0	0	0	0	0	0
moratorij	0	0	0	0	0	0	0	0	0	0	0
odlog	0	0	0	0	0	0	0	0	0	0	0
bolesten	-1	0	1	0	0	0	0	0	1	0	0
morbidnost	-1	0	1	1	0	1	1	0	1	0	0
mrtvašnica	-1	0	1	0	0	1	1	0	1	0	0
umirajoč	-1	0	1	0	0	0	0	0	1	0	0
jutro	0	0	0	0	1	0	0	0	0	0	0
jutro	0	0	0	0	0	0	0	0	0	0	0
kreten	-1	0	1	0	0	0	0	0	0	0	0
idiot	-1	0	1	0	0	0	0	0	0	0	0
kretenski	-1	0	1	0	0	0	0	0	0	0	0
morfij	0	0	0	0	0	0	0	0	0	0	0
morfizem	0	0	0	0	0	0	0	0	0	0	0
morfologija	0	0	0	0	0	0	0	0	0	0	0
jutri	0	0	0	0	1	0	0	0	0	0	0
neznaten	-1	0	1	0	0	0	0	0	0	0	0
smrten	-1	0	1	0	0	0	0	0	0	0	0
smrtnosen	-1	0	1	1	0	0	1	0	1	0	0
malta	1	1	0	0	0	0	0	0	0	0	0
hipoteka	0	0	0	0	0	0	1	0	0	0	0
hipotekarni upnik	0	0	0	0	0	0	0	0	0	0	1
hipotekar	0	0	0	0	0	0	1	0	0	0	0
ponižanje	-1	0	1	0	1	1	1	0	1	0	0
osramočenost	-1	0	1	0	1	1	1	0	1	0	0
mrtvašnica	-1	0	1	0	0	0	1	0	1	0	0
mozaik	0	0	0	0	0	0	0	0	0	0	0
mošeja	0	0	0	1	0	0	0	0	0	0	0
komar	-1	0	1	1	0	1	0	0	0	0	0
mah	0	0	0	0	0	0	0	0	0	0	0
poraščen	0	0	0	0	0	0	0	0	0	0	0
mahovnat	0	0	0	0	0	0	0	0	0	0	0
drobec	0	0	0	0	0	0	0	0	0	0	0
vešča	0	0	0	0	0	0	0	0	0	0	0
molj	0	0	0	0	0	0	0	0	0	0	0
mama	0	1	1	0	1	0	0	1	1	0	1
mati	0	1	1	0	1	0	0	1	1	0	1
materinstvo	1	1	0	0	0	0	0	1	0	0	1
gibanje	0	0	0	0	1	0	0	0	0	0	0
nepremičen	0	0	0	0	0	0	0	0	0	0	0
negiben	0	0	0	0	0	0	0	0	0	0	0
motiv	1	1	0	0	0	0	0	0	0	0	0
raznobarven	0	0	0	0	0	0	0	0	0	0	0
pisan	0	0	0	0	0	0	0	0	0	0	0
motor	0	0	0	0	0	0	0	0	0	0	0
motorno kolo	0	0	0	0	0	0	0	0	0	0	0
motorno kolo	0	0	0	0	0	0	0	0	0	0	0
molj	0	0	0	0	0	0	0	0	0	0	0
lisast	0	0	0	0	0	0	0	0	0	0	0
marogast	0	0	0	0	0	0	0	0	0	0	0
geslo	0	0	0	0	0	0	0	0	0	0	0
moto	0	0	0	0	0	0	0	0	0	0	0
slogan	0	0	0	0	0	0	0	0	0	0	0
vodilo	0	0	0	0	0	0	0	0	0	0	0
kalup	0	0	0	0	0	0	0	0	0	0	0
kup	0	0	0	0	0	0	0	0	0	0	0
grmada	0	0	0	0	0	0	0	0	0	0	0
konj	0	0	0	0	0	0	0	0	0	0	0
zajahati	0	0	0	0	0	0	0	0	0	0	0
gora	0	0	0	0	1	0	0	0	0	0	0
hrib	0	0	0	0	1	0	0	0	0	0	0
planinec	0	0	0	0	0	0	0	0	0	0	0
gornik	0	0	0	0	0	0	0	0	0	0	0
gorski	0	0	0	0	0	0	0	0	0	0	0
žalovati	-1	0	1	0	0	0	0	0	1	0	0
žalosten	-1	0	1	1	0	0	1	0	1	0	0
pesimističen	-1	0	1	1	0	0	1	0	1	0	0
žalovanje	-1	0	1	0	0	0	0	0	1	0	0
žalujoč	-1	0	1	0	0	0	0	0	1	0	0
miš	0	0	0	0	0	0	0	0	0	0	0
brki	0	0	0	0	0	0	0	0	0	0	0
usta	0	0	0	0	0	0	0	0	0	1	0
grižljaj	0	0	0	0	0	1	0	0	0	0	0
zmerjati	0	0	0	0	0	1	0	0	0	0	0
slušalka	0	0	0	0	0	0	0	0	0	0	0
ustnik	0	0	0	0	0	0	0	0	0	0	0
premičen	1	1	0	0	0	0	0	0	0	0	0
premakniti	0	0	0	0	0	0	0	0	0	0	0
premikanje	0	0	0	0	0	0	0	0	0	0	0
gib	0	0	0	0	0	0	0	0	0	0	0
povzročitelj	1	1	0	0	0	0	0	0	0	0	0
film	0	0	0	0	0	0	0	0	0	0	0
gibanje	0	0	0	0	0	0	0	0	0	0	0
kositi	0	0	0	0	0	0	0	0	0	0	0
žeti	0	0	0	0	0	0	0	0	0	0	0
umazanija	-1	0	1	0	0	1	0	0	0	0	0
sluzast	0	0	0	0	0	1	0	0	0	0	0
sluz	0	0	0	0	0	1	0	0	0	0	0
blato	-1	0	1	0	0	0	0	0	0	0	0
zmeda	-1	0	1	0	0	0	0	0	0	0	0
zmeden	-1	0	1	0	0	0	0	0	0	0	0
blaten	-1	0	1	0	0	1	0	0	0	0	0
muf	-1	0	1	1	0	1	0	0	0	0	0
pička	-1	0	1	1	0	1	0	0	0	0	0
dušen	0	0	0	0	0	0	0	0	0	0	0
dušilec	0	0	0	0	0	0	0	0	0	0	0
glušnik	0	0	0	0	0	0	0	0	0	0	0
skodelica	0	1	1	1	0	0	1	0	1	0	0
lonček	0	1	1	1	0	0	1	0	1	0	0
vrč	0	1	1	1	0	0	1	0	1	0	0
mula	-1	0	1	1	0	0	0	0	0	0	1
večstranski	0	0	0	0	0	0	0	0	0	0	0
večkraten	0	0	0	0	0	0	0	0	0	0	0
multipleks	0	0	0	0	0	0	0	0	0	0	0
množenje	0	0	0	0	0	0	0	0	0	0	0
množičnost	0	0	0	0	0	0	0	0	0	0	0
številčnost	0	0	0	0	0	0	0	0	0	0	0
pomnožen	0	0	0	0	0	0	0	0	0	0	0
množitelj	0	0	0	0	0	0	0	0	0	0	0
pomnožiti	0	0	0	0	0	0	0	0	0	0	0
množica	0	0	0	0	0	0	0	0	0	0	0
tih	-1	0	1	0	0	0	1	0	0	0	0
mrmrati	-1	0	1	0	0	0	0	0	0	0	0
momljati	-1	0	1	0	0	0	0	0	0	0	0
mumija	0	0	0	0	0	0	0	0	0	0	0
mami	0	0	0	0	0	0	0	0	0	0	0
mumps	-1	0	1	0	0	0	0	0	0	0	0
hrustati	0	0	0	0	0	0	0	0	0	0	0
glodati	0	0	0	0	0	0	0	0	0	0	0
banalen	0	0	0	0	0	0	0	0	0	0	0
običajen	0	0	0	0	0	0	0	0	0	0	0
vsakdanji	0	0	0	0	0	0	0	0	0	0	0
občinski	0	0	0	0	0	0	0	0	0	0	0
občina	0	0	0	0	0	0	0	0	0	0	0
stenski	0	0	0	0	0	0	0	0	0	0	0
ziden	0	0	0	0	0	0	0	0	0	0	0
poslikava	0	0	0	0	0	0	0	0	0	0	0
umor	-1	0	1	1	0	1	1	0	1	1	0
morilec	-1	0	1	1	0	1	1	0	1	0	0
morilski	-1	0	1	1	0	1	1	0	1	1	0
krut	-1	0	1	1	0	1	1	0	1	1	0
mračen	-1	0	1	0	0	1	0	0	1	0	0
mrmrati	0	0	0	0	0	0	0	0	0	0	0
šepetati	0	0	0	0	0	0	0	0	0	0	0
šepetanje	0	0	0	0	0	0	0	0	0	0	0
mišica	0	0	0	0	0	0	0	0	0	0	0
mišičen	1	1	0	0	0	0	0	0	0	0	0
mišičast	1	1	0	0	0	0	0	0	0	0	0
muza	0	0	0	0	0	0	0	0	0	0	0
premišljevati	0	0	0	0	0	0	0	0	0	0	0
tuhtati	0	0	0	0	0	0	0	0	0	0	0
muzej	0	0	0	0	0	0	0	0	0	0	0
kaša	0	0	0	0	0	0	0	0	0	0	0
pire	0	0	0	0	0	0	0	0	0	0	0
goba	0	0	0	0	0	0	0	0	0	0	0
glasba	1	1	0	0	0	0	0	1	1	0	0
glasben	1	1	0	1	1	0	0	1	1	1	1
glasbenik	0	0	0	0	0	0	0	0	0	0	0
razglabljanje	0	0	0	0	0	0	0	0	0	0	0
misli	0	0	0	0	0	0	0	0	0	0	0
mošus	0	0	0	0	0	0	0	0	0	0	0
mušketa	0	0	0	0	0	0	1	0	0	0	0
muslin	0	0	0	0	0	0	0	0	0	0	0
zmečkati	-1	0	1	0	0	0	0	0	0	0	0
mustang	0	0	0	0	0	0	0	0	0	0	0
gorčica	0	0	0	0	0	0	0	0	0	0	0
zbor	0	0	0	0	0	0	0	0	0	0	0
zbirati	0	0	0	0	0	0	0	0	0	0	0
zaprašen	-1	0	1	0	0	1	0	0	0	0	0
nestalen	1	1	0	0	1	0	0	0	0	0	0
spremenljiv	1	1	0	0	1	0	0	0	0	0	0
mutant	-1	0	1	0	0	0	0	0	0	0	0
mutacija	0	0	0	0	0	0	0	0	0	0	0
pohabljen	-1	0	1	0	0	1	0	0	0	0	0
pohabljenje	-1	0	1	1	0	1	1	0	1	0	0
izmaličenje	-1	0	1	1	0	1	1	0	1	0	0
vstaja	-1	0	1	1	0	1	1	0	0	1	0
godrnjati	-1	0	1	1	0	0	0	0	0	0	0
ovčetina	0	0	0	0	0	0	0	0	0	0	0
obojestranski	1	1	0	0	0	0	0	0	0	0	0
vzajemen	1	1	0	0	0	0	0	0	0	0	0
medsebojen	0	0	0	0	0	0	0	0	0	0	0
gobec	-1	0	1	0	0	0	1	0	0	0	0
miopija	-1	0	1	1	0	0	0	0	1	0	0
kratkoviden	0	0	0	0	0	0	0	0	0	0	0
miriada	0	0	0	0	0	0	0	0	0	0	0
neskončen	0	0	0	0	0	0	0	0	0	0	0
skrivnosten	0	0	0	0	1	0	1	0	0	1	0
skrivnost	0	0	0	0	1	0	0	0	0	1	0
mističen	0	0	0	0	0	0	0	0	0	1	0
mističen	0	0	0	0	0	0	0	0	0	0	0
mistika	0	0	0	0	0	0	0	0	0	0	0
mit	0	0	0	0	0	0	0	0	0	0	0
mitičen	0	0	0	0	0	0	0	0	0	0	0
mitski	0	0	0	0	0	0	0	0	0	0	0
bajesloven	0	0	0	0	0	0	0	0	0	0	0
domišljijski	0	0	0	0	0	0	0	0	0	0	0
mitološki	0	0	0	0	0	0	0	0	0	0	0
mitologija	0	0	0	0	0	0	0	0	0	0	0
zagrebsti	-1	0	1	0	0	0	0	0	0	1	0
brezno	-1	0	1	0	0	0	0	0	0	0	0
sitnariti	-1	0	1	1	0	0	0	0	0	0	0
noht	0	0	0	0	0	0	0	0	0	0	0
naiven	-1	0	1	0	0	0	0	0	0	0	0
gol	0	0	0	0	0	0	0	0	0	0	0
nag	0	0	0	0	0	0	0	0	0	0	0
imenovan	0	0	0	0	0	0	0	0	0	0	0
brezimen	-1	0	1	0	0	1	0	0	0	0	0
soimenjak	0	0	0	0	0	0	0	0	0	0	0
istoimenski	0	0	0	0	0	0	0	0	0	0	0
poimenovanje	0	0	0	0	0	0	0	0	0	0	0
varuška	0	0	0	0	0	0	0	0	0	0	0
nanometer	0	0	0	0	0	0	0	0	0	0	0
dremež	1	1	0	0	0	0	0	1	0	0	0
dremati	1	1	0	0	0	0	0	1	0	0	0
tilnik	0	0	0	0	0	0	0	0	0	0	0
zatilje	0	0	0	0	0	0	0	0	0	0	0
prtiček	0	0	0	0	0	0	0	0	1	0	0
robec	0	0	0	0	0	0	0	0	1	0	0
dremanje	0	0	0	0	0	0	0	0	0	0	0
plenice	-1	0	1	0	0	1	0	0	0	0	0
narkotik	-1	0	1	0	0	0	0	0	0	0	0
pripovedovati	0	0	0	0	0	0	0	0	0	0	0
naracija	0	0	0	0	0	0	0	0	0	0	0
pripovedka	0	0	0	0	0	0	0	0	0	0	0
pripovedovati	0	0	0	0	0	0	0	0	0	0	0
pripovedovalec	0	0	0	0	0	0	0	0	0	0	0
ozek	0	0	0	0	0	0	0	0	0	0	0
zožitev	0	0	0	0	0	0	0	0	0	0	0
nastajajoč	0	0	0	0	1	0	0	0	0	0	0
zloben	-1	0	1	1	0	1	1	0	1	0	0
nizkoten	-1	0	1	1	0	1	1	0	1	0	0
opolzek	-1	0	1	1	0	1	1	0	1	0	0
rojsten	0	0	0	0	0	0	0	0	0	0	0
prirojen	0	0	0	0	0	0	0	0	0	0	0
narod	0	0	0	0	0	0	0	0	0	0	1
nacionalen	0	0	0	0	0	0	0	0	0	0	0
državljanstvo	0	0	0	0	0	0	0	0	0	0	0
domač	0	0	0	0	0	0	0	0	0	0	0
avtohton	0	0	0	0	0	0	0	0	0	0	0
jaslice	0	0	0	0	0	0	0	0	0	0	0
naturalist	1	1	0	0	0	0	0	0	0	0	0
naturalizacija	0	0	0	0	0	0	0	0	0	0	0
naturaliziran	0	0	0	0	0	0	0	0	0	0	0
naraven	0	0	0	0	0	0	0	0	0	0	0
narava	0	0	0	0	0	0	0	0	0	0	0
ničla	0	0	0	0	0	0	0	0	0	0	0
nič	0	0	0	0	0	0	0	0	0	0	0
poreden	-1	0	1	0	0	0	0	0	0	0	0
slabost	-1	0	1	0	0	1	0	0	0	0	0
odvraten	-1	0	1	0	0	1	0	0	1	0	0
navtičen	0	0	0	0	0	0	0	0	0	0	0
pomorski	0	0	0	0	0	0	0	0	0	0	0
mornarski	0	0	0	0	0	0	0	0	0	0	0
ladja	0	0	0	0	0	0	0	0	0	0	0
popek	0	0	0	0	0	0	0	0	0	0	0
ploven	1	1	0	0	1	0	0	0	0	0	0
pluti	0	0	0	0	0	0	0	0	0	0	0
krmariti	0	0	0	0	0	0	0	0	0	0	0
navigacija	0	0	0	0	0	0	0	0	0	0	0
plovba	0	0	0	0	0	0	0	0	0	0	0
navigator	0	0	0	0	1	0	0	0	0	0	1
sovoznik	0	0	0	0	1	0	0	0	0	0	1
mornarica	0	0	0	0	0	0	0	0	0	0	0
temnomodra	0	0	0	0	0	0	0	0	0	0	0
pravzaprav	-1	0	1	0	0	0	0	0	0	0	0
ne	-1	0	1	0	0	0	0	0	0	0	0
urejen	1	1	0	0	0	0	0	0	0	0	0
skrben	1	1	0	0	0	0	0	0	0	0	0
meglica	0	0	0	0	0	0	0	0	0	0	0
nebula	0	0	0	0	0	0	0	0	0	0	0
meglen	0	0	0	0	0	0	0	0	0	0	0
nujen	0	0	0	0	0	0	0	0	0	0	0
zahtevati	0	0	0	0	0	0	0	0	0	0	0
potrebščine	0	0	0	0	0	0	0	0	0	0	0
nuja	0	0	0	0	0	0	0	0	1	0	0
vrat	0	0	0	0	0	0	0	0	0	0	0
ogrlica	0	0	0	0	0	0	0	0	0	0	0
nekroza	0	0	0	0	0	0	0	0	0	0	0
nektar	1	1	0	0	0	0	0	0	0	0	0
potreben	-1	0	1	0	0	0	0	0	0	0	0
igla	1	1	0	0	0	0	0	0	0	0	0
nepotreben	0	0	0	0	0	0	0	0	0	0	0
reven	-1	0	1	0	0	0	0	0	0	0	0
kriminalen	-1	0	1	0	0	1	1	0	1	1	0
podel	-1	0	1	0	0	1	1	0	1	1	0
zločinski	-1	0	1	0	0	1	1	0	1	1	0
negacija	-1	0	1	1	0	0	0	0	0	0	0
negativen	-1	0	1	0	0	0	0	0	1	0	0
zanemariti	-1	0	1	0	0	0	0	0	0	0	0
zanemarjen	-1	0	1	1	0	1	0	0	1	0	0
zanemarjajoč	-1	0	1	0	0	0	0	0	0	0	0
zanemarjenost	-1	0	1	0	0	0	0	0	0	0	0
malomarnost	-1	0	1	0	0	0	0	0	0	0	0
malomaren	-1	0	1	0	0	0	0	0	0	0	0
malomaren	-1	0	1	0	0	0	0	0	0	0	0
zanemarljiv	0	0	0	0	0	0	0	0	0	0	0
pogajati se	1	1	0	0	0	0	0	0	0	0	1
pogajanje	0	0	0	0	0	0	0	0	0	0	0
pogajalec	1	1	0	0	0	0	0	0	0	0	0
črnuh	-1	0	1	0	0	0	0	0	1	0	0
zamorec	-1	0	1	0	0	0	0	0	1	0	0
čefur	-1	0	1	0	0	0	0	0	1	0	0
rezgetanje	0	0	0	0	0	0	0	0	0	0	0
rezget	0	0	0	0	0	0	0	0	0	0	0
sosed	1	1	0	0	1	0	0	0	0	0	1
soseska	0	0	0	0	1	0	0	0	0	0	0
sosednji	0	0	0	0	0	0	0	0	0	0	0
neonatalen	0	0	0	0	0	0	0	0	0	0	0
neofit	0	0	0	0	0	0	0	0	0	0	0
neopren	0	0	0	0	0	0	0	0	0	0	0
nečak	0	0	0	0	0	0	0	0	0	0	0
nepotizem	-1	0	1	1	0	1	0	0	1	0	0
pogum	1	1	0	0	0	0	0	0	0	0	0
korajža	1	1	0	0	0	0	0	0	0	0	0
živčen	-1	0	1	0	1	0	1	0	0	0	0
živčnost	0	0	0	0	0	0	1	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0	0
gnezdo	0	0	0	0	0	0	0	0	0	0	1
namestiti	1	1	0	0	0	0	0	0	0	0	1
golič	0	0	0	0	0	0	0	0	0	0	0
mreža	0	0	0	0	0	0	0	0	0	0	0
spodnji	-1	0	1	1	0	0	1	0	1	0	0
mreža	0	0	0	0	0	0	0	0	0	0	0
kopriva	-1	0	1	1	0	1	0	0	0	0	0
živcirati	-1	0	1	1	0	1	0	0	0	0	0
omrežje	0	0	0	0	1	0	0	0	0	0	0
nevralgija	-1	0	1	0	0	0	1	0	1	0	0
nevrologija	0	0	0	0	0	0	0	0	0	0	0
nevroza	-1	0	1	0	0	0	1	0	1	0	0
nevrotičen	-1	0	1	0	0	1	1	0	0	0	0
srednji	0	0	0	0	0	0	0	0	0	0	0
nevtralen	0	0	0	0	1	0	0	0	0	0	1
nevtralnost	0	0	0	0	0	0	0	0	0	0	1
nevtralizirati	0	0	0	0	0	0	0	0	0	0	0
novorojenček	0	0	0	0	0	0	0	0	0	0	0
novinec	0	0	0	0	0	0	1	0	0	1	0
svež	0	0	0	0	0	0	0	0	0	0	0
pravkar	0	0	0	0	0	0	0	0	0	0	0
novost	0	0	0	0	0	0	0	0	0	0	0
novica	0	0	0	0	0	0	0	0	0	0	0
časopis	0	0	0	0	0	0	0	0	0	0	0
kiosk	0	0	0	0	0	0	0	0	0	0	0
konica	0	0	0	0	0	0	0	0	0	0	0
grižljaj	0	0	0	0	0	0	0	0	0	0	0
prigrizek	0	0	0	0	0	0	0	0	0	0	0
grizljati	0	0	0	0	0	0	0	0	0	0	0
niša	0	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0	0
zareza	0	0	0	0	0	0	0	0	0	0	0
urez	0	0	0	0	0	0	0	0	0	0	0
nikelj	0	0	0	0	0	0	0	0	0	0	0
vzdevek	0	0	0	0	0	0	0	0	0	0	0
nikotin	-1	0	1	0	0	1	0	0	0	0	0
nečakinja	0	0	0	0	0	0	0	0	0	0	0
črnuh	-1	0	1	0	0	0	0	0	0	0	0
črnc	-1	0	1	0	0	0	0	0	0	0	0
blizu	0	0	0	0	0	0	0	0	0	0	0
noč	0	0	0	0	0	0	0	0	0	0	0
večer	0	0	0	0	0	0	0	0	0	0	0
slavec	0	0	0	0	0	0	0	0	0	0	0
mora	-1	0	1	0	0	0	1	0	0	0	0
nihilizem	-1	0	1	0	0	0	0	0	0	0	0
nič	0	0	0	0	0	0	0	0	0	0	0
nula	0	0	0	0	0	0	0	0	0	0	0
gibčen	0	0	0	0	0	0	0	0	0	0	0
bister	0	0	0	0	0	0	0	0	0	0	0
devetdeset	0	0	0	0	0	0	0	0	0	0	0
deveti	0	0	0	0	0	0	0	0	0	0	0
gristi	0	0	0	0	0	0	0	0	0	0	0
bradavica	0	0	0	0	0	0	0	0	0	0	0
cucelj	0	0	0	0	0	0	0	0	0	0	0
zavračati	0	0	0	0	0	0	0	0	0	0	0
nič	0	0	0	0	0	0	0	0	0	0	0
plemstvo	1	1	0	0	1	0	0	0	0	0	1
plemenit	1	1	0	0	0	0	0	0	0	0	1
plemič	1	1	0	0	0	0	0	0	0	0	1
nočen	0	0	0	0	0	0	0	0	0	0	0
kimanje	0	0	0	0	0	0	0	0	0	0	0
prikimati	0	0	0	0	0	0	0	0	0	0	0
zadremati	0	0	0	0	0	0	0	0	0	0	0
vozlišče	0	0	0	0	0	0	0	0	0	0	0
nabrekel	0	0	0	0	0	0	0	0	0	0	0
bulica	0	0	0	0	0	0	0	0	0	0	0
nodula	0	0	0	0	0	0	0	0	0	0	0
hrup	-1	0	1	0	0	0	0	0	0	0	0
hrupen	-1	0	1	1	0	0	0	0	0	0	0
nomad	0	0	0	0	0	0	0	0	0	0	0
nomadski	0	0	0	0	0	0	0	0	0	0	0
nomenklatura	0	0	0	0	0	0	0	0	0	0	0
nominalen	0	0	0	0	0	0	0	0	0	0	0
nominirati	0	0	0	0	0	0	0	0	0	0	0
imenovati	0	0	0	0	0	0	0	0	0	0	0
nominacija	1	1	0	0	0	0	0	0	0	0	0
imenovanje	1	1	0	0	0	0	0	0	0	0	0
nominiranec	0	0	0	0	0	0	0	0	0	0	0
kandidat	0	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0	0
neizpolnjevanje	-1	0	1	1	1	0	1	0	1	0	0
neopazen	0	0	0	0	0	0	0	0	0	0	0
neizrazit	0	0	0	0	0	0	0	0	0	0	0
neobstoječ	0	0	0	0	0	0	0	0	0	0	0
neplačilo	0	0	0	0	0	0	0	0	0	0	0
nerezident	0	0	0	0	0	0	0	0	0	0	0
nesmisel	-1	0	1	0	0	0	0	0	0	0	0
nesmiseln	-1	0	1	0	0	0	0	0	1	0	0
rezanec	0	0	0	0	0	0	0	0	0	0	0
testenina	0	0	0	0	0	0	0	0	0	0	0
improvizirati	0	0	0	0	0	0	0	0	0	0	0
niša	0	0	0	0	0	0	0	0	0	0	0
kot	0	0	0	0	0	0	0	0	0	0	0
poldne	0	0	0	0	0	0	0	0	0	0	0
zanka	-1	0	1	0	0	0	0	0	1	0	0
norma	0	0	0	0	0	0	0	0	0	0	0
normalen	0	0	0	0	0	0	0	0	0	0	0
normalnost	0	0	0	0	0	0	0	0	0	0	0
običajnost	0	0	0	0	0	0	0	0	0	0	0
normalnost	1	1	0	0	0	0	0	0	0	0	0
nos	0	0	0	0	0	1	0	0	0	0	0
nostalgija	0	0	0	0	0	0	0	0	0	0	0
nosnica	0	0	0	0	0	0	0	0	0	0	0
nozdrv	0	0	0	0	0	0	0	0	0	0	0
opazen	1	1	0	0	0	0	0	1	0	0	1
opazen	1	1	0	0	0	0	0	0	0	0	0
zlasti	0	0	0	0	0	0	0	0	0	0	0
predvsem	0	0	0	0	0	0	0	0	0	0	0
opazno	0	0	0	0	0	0	0	0	0	0	0
notar	0	0	0	0	0	0	0	0	0	0	1
notacija	0	0	0	0	0	0	0	0	0	0	0
zaznamek	0	0	0	0	0	0	0	0	0	0	0
zareza	0	0	0	0	0	0	0	0	0	0	0
luknja	0	0	0	0	0	0	0	0	0	0	0
zarezan	0	0	0	0	0	0	0	0	0	0	0
opomba	0	0	0	0	0	0	0	0	0	0	0
prenosnik	0	0	0	0	0	0	0	0	0	0	0
zvezek	0	0	0	0	0	0	0	0	0	0	0
opažen	1	1	0	0	0	0	0	0	0	0	0
vredno omembe	0	0	0	0	0	0	0	0	0	0	0
praznina	-1	0	1	0	0	0	0	0	1	0	0
opaziti	0	0	0	0	0	0	0	0	0	0	0
obvestilo	0	0	0	0	0	0	0	0	0	0	0
opazen	0	0	0	0	0	0	0	0	0	0	0
obvestilo	0	0	0	0	1	0	0	0	0	0	0
sporočilo	0	0	0	0	1	0	0	0	0	0	0
obvestiti	0	0	0	0	0	0	0	0	0	0	0
pojem	1	1	0	0	0	0	0	0	0	0	0
fiktiven	0	0	0	0	0	0	0	0	0	0	0
