SL	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
izotermičen	0	0	0	0	0	0	0	0	0	0
izdaja	0	0	0	0	0	0	0	0	0	0
srbenje, srbečica, srbeti	0	0	0	0	0	0	0	0	0	0
poželjiv	0	0	0	0	0	0	0	0	0	0
predmet	0	0	0	0	0	0	0	0	0	0
razčleniti	0	0	0	0	0	0	0	0	0	0
artikel	0	0	0	0	0	0	0	0	0	0
ponoviti	0	0	0	0	0	0	0	0	0	0
ponovitev	0	0	0	0	0	0	0	0	0	0
ponoven	0	0	0	0	0	0	0	0	0	0
potnik, popotnik	0	0	0	0	0	0	0	0	0	0
pot, načrt, itinerar, načrt poti	0	0	0	0	0	0	0	0	0	0
slonovina, okel	0	0	0	0	0	0	0	0	0	0
udariti	0	0	1	0	0	0	0	0	0	0
čvekanje	0	1	0	0	0	0	0	0	0	0
vtičnica	0	0	0	0	0	0	0	0	0	0
osel	0	0	0	0	0	0	0	0	0	0
jackpot, dobitek	1	0	0	1	0	0	1	0	1	0
dvigalnik	0	0	0	0	0	0	0	0	0	0
žad	0	0	0	0	0	0	0	0	0	0
zob	0	0	0	0	0	0	0	0	0	0
škrbast	0	0	0	0	0	0	0	0	0	0
jaguar	0	0	0	0	0	0	0	0	0	0
zapor	0	1	0	0	0	1	0	1	0	0
marmelada	1	0	0	0	0	0	0	0	0	0
natrpan	0	0	0	0	0	0	0	0	0	0
hišnik	0	0	0	0	1	0	0	0	0	0
Japonska	0	0	0	0	0	0	0	0	0	0
kozarec, vrč	0	0	0	0	0	0	0	0	0	0
žargon	0	1	0	0	0	0	0	0	0	0
moteč, neusklajen	0	1	0	0	0	1	0	1	0	0
jaspis	0	0	0	0	0	0	0	0	0	0
zlatenica	0	1	0	0	0	1	0	0	0	0
izlet	0	0	0	0	0	0	0	0	0	0
kopje	0	0	0	0	0	0	0	0	0	0
čeljust	0	0	0	0	0	0	0	0	0	0
čeljust	0	0	0	0	0	1	0	0	0	0
šoja	0	0	0	0	0	0	0	0	0	0
ljubosumen	0	1	1	0	1	0	0	0	0	0
ljubosumje	0	1	1	0	1	1	0	1	0	0
kavbojke	0	0	0	0	0	0	0	0	0	0
džip	0	0	0	0	0	0	0	0	0	0
želatina, žele	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ogrožati	0	1	1	0	0	1	0	0	0	0
nevarnost, tveganje	0	1	0	1	0	1	0	0	0	0
idiot, suniti	0	0	1	0	0	0	0	0	1	0
pulover, dres	0	0	0	0	0	0	0	0	0	0
šala, šailiti se	1	0	0	0	0	0	1	0	1	0
šaljivec	0	0	0	0	0	0	0	0	0	0
curek, leteti	0	0	0	0	0	0	0	0	0	0
pomol	0	0	0	0	0	0	0	0	0	0
dragulj	0	0	0	0	0	0	0	0	0	0
draguljar	0	0	0	0	0	0	0	0	0	0
nakit	0	0	0	0	0	0	0	0	0	0
flok	0	0	0	0	0	0	0	0	0	0
trenutek, takojšen	0	0	0	0	0	0	0	0	0	0
lomilka	0	0	0	0	0	0	0	0	0	0
žvenketati, zvonjenje	0	0	0	0	0	0	0	0	0	0
delo	1	0	0	0	0	0	0	0	0	0
Škot	0	0	0	0	0	0	0	0	0	0
džokej	0	0	0	0	0	0	0	0	0	0
sunek, tek	0	0	0	0	0	0	0	0	0	0
stranišče	0	1	0	0	1	0	0	0	0	0
pridružiti se	1	0	0	0	0	0	0	0	0	0
pridružen, vključen	1	0	0	0	0	0	0	0	0	0
pridružiti	0	0	0	0	0	0	0	0	0	0
sklep	0	0	0	0	0	0	0	0	0	0
skupaj	0	0	0	0	0	0	0	0	0	0
šala, zbadljivka	0	1	0	0	0	0	0	0	0	0
joker, šaljivec, džoker	1	0	0	0	0	0	1	0	1	0
hecanje, norčevanje	1	0	0	0	0	0	0	0	0	0
sunek, poskočiti	0	0	0	0	0	0	0	0	1	0
dan hoda, naporna pot	0	1	0	0	0	0	0	0	0	0
beležiti	0	0	0	0	0	0	0	0	0	0
revija	0	0	0	0	0	0	0	0	0	0
novinarstvo	0	0	0	0	0	0	0	0	0	1
novinar	1	0	0	0	0	0	0	0	0	0
potovanje, pot	1	0	0	1	0	1	1	0	0	0
strokovnjak	0	0	0	0	0	0	0	0	0	1
prijazen, prisrčen	1	0	0	0	0	0	1	0	0	0
veselje	1	0	0	0	0	0	1	0	0	0
vesel, srečen, radosten	1	0	0	0	0	0	1	0	0	1
srečen, vesel	1	0	0	0	0	0	1	0	0	0
navdušen	1	0	0	0	0	0	1	0	1	1
jubilej	1	0	0	0	0	0	1	0	1	0
sodnik	0	0	0	0	0	0	0	0	0	0
presojajoč	0	0	0	0	0	0	0	0	0	0
sodba, mnenje	0	0	0	0	0	0	0	0	1	0
soden	1	0	0	1	0	0	0	0	0	1
sodniki, sodstvo	0	0	0	1	0	0	0	0	0	1
premišljen, moder	1	0	0	0	0	0	0	0	0	1
dušiti	0	0	0	0	0	0	0	0	0	0
žonglirati	0	0	0	0	0	0	0	0	0	0
žongliranje	0	0	0	0	0	0	0	0	0	0
sok	0	0	0	0	0	0	0	0	0	0
sočen	0	0	0	0	0	0	0	0	0	0
nered, zmešati	0	1	0	0	0	0	0	0	0	0
zmeden	0	0	0	0	0	0	0	0	0	0
ogromen, velikan	0	0	0	0	0	0	0	0	0	0
skok, skočiti	1	0	0	0	0	0	1	0	0	0
priključek	0	0	0	0	0	0	0	0	0	0
točka	0	0	0	0	0	0	0	0	0	0
džungla	0	0	0	0	0	1	0	0	0	0
mlajši	0	0	0	0	0	0	0	0	0	0
krama, šara	0	1	0	0	0	0	0	0	0	0
hunta	0	1	0	0	0	0	0	0	0	0
praven	0	0	0	0	0	0	0	0	0	0
jurisdikcija, sodna oblast	0	0	0	0	0	0	0	0	0	0
pravo	0	0	0	0	0	0	0	1	0	0
pravnik	0	0	0	0	0	0	0	0	0	1
porota, žirija	0	0	0	0	0	0	0	0	0	1
pravičnost, pravica	1	0	0	0	0	0	0	0	0	1
upravičljiv	1	0	0	0	0	0	0	0	0	1
razlog	1	0	0	0	0	0	0	0	0	0
upravičiti	0	0	0	0	0	0	0	0	0	0
juta	0	0	0	0	0	0	0	0	0	0
otročji, infantilen	0	1	0	0	0	0	0	0	0	0
jukstapozicija	0	0	0	0	0	0	0	0	0	0
car	0	0	0	0	0	0	0	0	0	0
kalejdoskop	0	0	0	0	0	0	0	0	0	0
kenguru	0	0	0	0	0	0	0	0	0	0
kanji	0	0	0	0	0	0	0	0	0	0
karma	0	0	0	0	0	0	0	0	0	0
kajak	0	0	0	0	0	0	0	0	0	0
gredelj, prevrniti	0	0	0	0	0	0	0	0	0	0
lastnik, paznik	0	0	0	0	0	0	0	0	0	0
vzdrževanje	0	0	0	0	0	0	0	0	0	0
spominek	1	0	0	0	0	0	0	0	0	0
sodček	0	0	0	0	0	0	0	0	0	0
poznati	1	0	0	0	0	0	0	0	0	0
pesjak	0	0	0	0	0	0	0	1	0	0
kmetavz	0	1	0	0	0	0	0	0	0	0
jedro, pečka	0	0	0	0	0	0	0	0	0	0
kerozin	0	0	0	0	0	1	0	0	0	0
kotliček, čajnik	0	0	0	0	0	0	0	0	0	0
ključ	0	0	0	0	0	0	0	0	0	0
ključavnica	0	0	0	0	0	0	0	0	0	0
glavna tema, osnovna misel	1	0	0	0	0	0	0	0	0	0
sklepnik	1	0	0	0	0	0	0	0	0	0
kaki	0	0	0	0	0	0	0	0	0	0
kan	0	0	0	0	0	1	0	0	0	1
brca, brcniti	0	1	1	0	0	0	0	0	0	0
brcanje	0	0	1	0	0	0	0	0	0	0
otrok, mladostnik	0	0	0	0	0	0	0	0	0	0
šaliti se, hecati	0	0	0	0	0	0	0	0	0	0
ugrabiti, ugrabitev	0	1	1	0	0	1	0	1	1	0
ubiti	0	1	0	0	0	1	0	1	0	0
ubijanje, uboj	0	1	1	0	0	1	0	1	0	0
peč	0	0	0	0	0	0	0	0	0	0
kilogram, kg	0	0	0	0	0	0	0	0	0	0
kilometer, km	0	0	0	0	0	0	0	0	0	0
kilt	0	0	0	0	0	0	0	0	0	0
kimono	0	0	0	0	0	0	0	0	0	0
rod, sorodstvo	0	0	0	0	0	0	0	0	0	0
prijazen, ljubezniv	1	0	0	0	0	0	1	0	0	1
vrtec	0	0	0	0	0	0	0	0	0	0
prijaznost	1	0	0	0	0	0	0	0	0	0
soroden, podoben	1	0	0	1	0	0	1	0	0	1
kinematika	0	0	0	0	0	0	0	0	0	0
kralj	1	0	0	0	0	0	0	0	0	0
kraljestvo	0	0	0	0	0	0	0	0	0	0
koder, pentlja, zanka	0	0	0	0	0	0	0	0	0	0
skodran, perverzen	0	0	0	0	0	0	0	0	0	0
kiosk	0	0	0	0	0	0	0	0	0	0
cerkev	0	0	0	0	0	0	0	0	0	0
poljub, poljubiti	1	0	0	1	0	0	1	0	1	0
oprema, komplet, kit	0	0	0	0	0	0	0	0	0	0
kuhinja	0	0	0	0	0	0	0	0	0	0
predator, ropar, grabežljivec, jastreb	0	1	0	0	1	0	0	0	0	0
mucka	1	0	0	0	0	0	1	0	0	1
spretnost	1	0	0	0	0	0	0	0	0	0
nahrbtnik, oprtnik	0	0	0	0	0	0	0	0	0	0
oblikovati, mesti	0	0	0	0	0	0	0	0	0	0
koleno	0	0	0	0	0	0	0	0	0	0
klečati	0	0	0	0	0	0	0	0	0	0
kleče	0	0	0	0	0	0	0	0	0	0
mrtvaški zvon	0	1	0	0	0	1	0	1	0	0
pumparice	0	0	0	0	0	0	0	0	0	1
nož	0	0	0	0	0	0	0	0	0	0
vitez	1	0	0	0	0	0	0	0	0	0
plesti	0	0	0	0	0	0	0	0	0	0
gumb, izrastek	0	0	0	0	0	0	0	0	0	0
potrkati	0	0	0	0	0	0	0	0	0	0
grič, hrib	0	0	0	0	0	0	0	0	0	0
vozel	0	0	0	0	0	0	0	0	0	0
zavozlan, napet	0	1	0	0	0	0	0	0	0	0
poznavalski	1	0	0	0	0	0	0	0	0	0
zgovorno, zavestno	0	0	0	0	0	0	0	0	0	0
vedenje	1	0	0	0	0	0	0	0	0	0
členek	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
sloves	1	0	0	0	0	0	1	0	0	0
laboratorij	0	0	0	0	0	0	0	0	0	0
oznaka, označiti	0	0	0	0	0	0	0	0	0	1
porod, delo, trud	1	0	0	1	0	0	1	0	1	1
laboratorijski	0	0	0	0	0	0	0	0	0	0
mučen	0	1	0	0	0	0	0	1	0	0
delavec	0	0	0	0	0	0	0	0	0	0
garajoč, garanje	0	0	0	0	0	0	0	0	0	0
težaven	0	1	0	0	0	0	0	0	0	0
labirint	0	1	0	1	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
čipka, vezalka, zavezati	1	1	1	0	0	1	0	1	0	1
pomanjkanje, manjkati	0	1	0	0	0	0	0	0	0	0
manjkanje	0	1	0	0	0	0	0	0	0	0
medel	0	1	0	0	0	0	0	0	0	0
lak	0	0	0	0	0	0	0	0	0	0
lacrosse	0	0	0	0	0	0	0	0	0	0
dečko	0	0	0	0	0	0	0	0	0	0
lestev	0	0	0	0	0	0	0	0	0	0
obremenjen	0	1	0	0	0	0	0	0	0	0
tovor	0	0	0	0	0	0	0	0	0	0
zajemalka	0	0	0	0	0	0	0	0	0	0
gospa	0	0	0	0	0	0	0	0	0	0
zaostanek, zaostati	0	1	0	0	0	0	0	0	0	0
ponehanje	0	1	1	1	1	0	0	1	0	0
laguna	0	0	0	0	0	0	0	0	0	0
brlog, skrivališče	0	1	0	0	0	0	0	0	0	0
laičnost, laik	0	0	0	0	0	0	0	0	0	0
jezero	0	0	0	0	0	0	0	0	0	0
lama	0	0	0	0	0	0	0	0	0	0
jagnje, jagnjetina	1	0	0	0	0	0	1	0	0	1
žalostinka, žalovati	0	1	0	0	1	1	0	1	0	0
žalovanje	0	0	0	0	0	0	0	1	0	0
lamina	0	0	0	0	0	0	0	0	0	0
laminiran	0	0	0	0	0	0	0	0	0	0
svetilka	0	0	0	0	0	0	0	0	0	0
kopje	0	0	0	0	0	0	0	0	0	0
kopjenosec	0	0	0	0	0	0	0	0	0	0
zemlja, pristati	1	0	0	0	0	0	0	0	0	0
izkrcan	1	0	0	0	0	0	0	0	0	0
pristanek	0	0	0	0	0	0	0	0	0	0
kopenski	0	0	0	0	0	0	0	0	0	0
najemodajalec	0	0	0	0	0	0	0	0	0	0
mejnik, točka	0	0	0	0	0	0	0	0	0	1
zemljišče	0	0	0	0	0	0	0	0	0	0
pokrajina	0	0	0	0	0	0	0	0	0	0
oblikovati	0	0	0	0	0	0	0	0	0	0
plaz	0	1	0	0	0	1	0	1	0	0
steza, proga	0	0	0	0	0	0	0	0	0	0
jezik	0	0	0	0	0	0	0	0	0	0
lenoben	0	1	0	0	0	0	0	0	0	0
hirati	0	1	0	0	0	0	0	0	0	0
hiranje	0	1	0	0	0	1	0	1	0	0
preklast	0	0	0	0	0	0	0	0	0	0
svetilka	0	0	0	0	0	0	0	0	0	0
krog	0	0	0	0	0	0	0	0	0	0
zavihek	0	0	0	0	0	0	0	0	0	0
spodrsljaj	0	1	0	0	0	0	0	0	0	0
neaktiven, zapadel	0	0	0	0	0	0	0	0	0	0
tatvina	0	1	0	0	1	0	0	0	0	0
mast, zaseka	0	0	0	0	0	0	0	0	0	0
shramba	0	0	0	0	0	0	0	0	0	0
velik	0	0	0	0	0	0	0	0	0	0
širši	0	0	0	0	1	0	0	0	1	1
largo	0	0	0	0	0	0	0	0	0	0
škrjanec, štos	0	0	0	0	0	0	0	0	0	0
ličinka	0	0	0	0	0	0	0	0	0	0
grlo	0	0	0	0	0	0	0	0	0	0
laser	1	0	0	0	0	0	0	0	0	1
bič	0	1	1	0	0	1	0	0	0	0
deklič, hči, ljubica	0	0	0	0	0	0	0	0	0	0
laso, loviti	0	0	0	0	0	0	0	0	0	0
trajen	0	0	0	0	0	0	0	0	0	0
zapah	0	0	0	0	0	0	0	0	0	0
pozen	0	1	0	0	0	0	0	1	0	0
zamujanje	0	1	0	0	0	0	0	0	0	0
skrit	0	1	1	1	1	0	0	0	1	0
bočen, stranski	0	0	0	0	0	0	0	0	0	0
neobičajen	0	0	0	0	0	0	0	0	0	0
lateks	0	0	0	0	0	0	0	0	0	0
stružnica	0	0	0	0	0	0	0	0	0	0
peniti	0	0	0	0	0	0	0	0	0	0
zemljepisna širina	0	0	0	0	0	0	0	0	0	0
latrina	0	1	0	0	1	0	0	0	0	0
mreža	0	0	0	0	0	0	0	0	0	0
hvalevreden	1	0	0	0	0	0	0	0	0	0
smeh, smejati se	1	0	0	0	0	0	1	0	1	0
zasmehljiv	0	1	0	0	1	0	0	0	0	0
nasmejan, smejanje	1	0	0	0	0	0	1	0	0	0
smeh, krohot	1	0	0	1	0	0	1	0	1	0
lansiranje, začeti	1	0	0	1	0	0	0	0	0	0
perilo, pralnica	0	0	0	0	0	0	0	0	0	0
nagrajenec	1	0	0	0	0	0	0	0	0	1
lovor	1	0	0	0	0	0	0	0	0	0
lovrov venec, lovorika	1	0	0	0	0	0	1	0	0	0
lava	0	1	1	0	0	1	0	0	0	0
spiranje	0	0	0	0	0	0	0	0	0	0
stranišče	0	0	0	0	1	0	0	0	0	0
sivka	0	0	0	0	0	0	0	0	0	0
razkošen	1	0	0	0	0	0	0	0	0	0
zakon	0	0	0	0	0	0	0	0	0	1
zakonit	1	0	0	0	0	0	0	0	0	1
brezzakonje	0	1	1	0	0	1	0	0	0	0
trata	0	0	0	0	0	0	0	0	0	0
tožba, pravda	0	1	1	0	1	1	0	1	1	0
odvetnik	0	1	1	0	1	1	0	0	0	0
površen	0	1	0	0	0	0	0	1	0	0
odvajalo, odvajalen	0	1	0	0	1	1	0	0	0	0
ležati, položiti	0	0	0	0	0	0	0	0	0	0
plast	0	0	0	0	0	0	0	0	0	0
stopničast	0	0	0	0	0	0	0	0	0	0
laik	0	0	0	0	0	0	0	0	0	0
len	0	1	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
voditi	1	0	0	0	0	0	0	0	0	0
vodja	1	0	0	0	0	0	0	0	0	1
vodilen, glaven	0	0	0	0	0	0	0	0	0	1
voditi	0	0	0	0	0	0	0	0	0	0
list	0	0	0	0	0	0	0	0	0	0
letak	0	0	0	0	0	0	0	0	0	0
listnat	0	0	0	0	0	0	0	0	0	0
liga	1	0	0	0	0	0	0	0	0	0
puščati	0	1	0	0	0	0	0	0	0	0
uhajanje	0	1	0	0	0	0	0	0	0	0
puščajoč	0	1	0	0	0	0	0	0	0	0
vitek	0	0	0	0	0	0	0	0	0	0
naslonjen	0	0	0	0	0	0	0	0	0	0
opiranje, naslonjen	0	0	0	0	0	0	0	0	0	1
skok	0	0	0	0	0	0	0	0	0	0
učiti se	1	0	0	0	0	0	0	0	0	0
naučen	0	0	0	0	0	0	0	0	0	0
učenec	0	0	0	0	0	0	0	0	0	0
učenje	1	0	0	0	0	0	0	0	0	0
najem, najeti	0	0	0	0	0	0	0	0	0	0
povodec	0	0	0	0	0	0	0	0	0	0
usnje	0	0	0	0	0	0	0	0	0	0
usnjen	0	0	0	0	0	0	0	0	0	0
oditi	0	1	0	0	0	0	0	1	1	0
predavanje	0	0	0	0	0	0	0	0	0	0
predavatelj	1	0	0	0	0	0	0	0	0	0
polica	0	0	0	0	0	0	0	0	0	0
knjiga	0	0	0	0	0	0	0	0	0	0
zavetrje	0	0	0	0	0	0	0	0	0	0
izkoriščati	0	1	0	0	0	0	0	0	0	0
pijavka, krvoses	0	1	0	0	1	1	0	0	0	0
izpraznjen	0	1	0	0	1	0	0	0	0	0
nezaupljiv	0	0	0	0	0	0	0	0	1	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
manevrski prostor	1	0	0	0	0	0	0	0	0	0
leva	0	0	0	0	0	0	0	0	0	0
noga	0	0	0	0	0	0	0	0	0	0
zapuščina	0	0	0	0	0	0	0	0	0	0
zakonit, legalen	1	0	0	0	0	0	0	0	0	1
zakonitost, legalnost	0	0	0	0	0	0	0	0	0	0
legalizirati	0	0	0	0	0	0	0	0	0	0
legaliziran	1	0	1	0	0	1	1	0	0	1
zakonit, praven	0	0	0	0	0	0	0	0	0	0
legenda	0	0	0	0	0	0	0	0	0	0
legendaren	1	0	0	0	0	0	0	0	0	0
čitljivost	1	0	0	0	0	0	0	0	0	0
čitljiv	1	0	0	0	0	0	0	0	0	0
legija, armada	0	0	0	0	0	0	0	0	0	0
zakonsko urediti	0	0	0	0	0	0	0	0	0	0
zakonodaja	0	0	0	0	0	0	0	0	0	0
zakonodajen	0	0	0	0	0	0	0	0	0	0
zakonodajalec	0	0	0	0	0	0	0	0	0	1
zakonodajno telo	0	0	0	0	0	0	0	0	0	1
legitimnost	0	0	0	0	0	0	0	0	0	1
bedro, hlačnica	0	0	0	0	0	0	0	0	0	0
stročnica	0	0	0	0	0	0	0	0	0	0
prosti čas	1	0	0	1	0	0	1	0	1	1
lagoden, lagodno	1	0	0	0	0	0	0	0	0	0
lema	1	0	0	0	0	0	0	0	0	0
limona	0	1	0	0	1	0	0	0	0	0
posoditi	0	0	0	0	0	0	0	0	0	0
posojevalec	0	0	0	0	0	0	0	0	0	1
posojanje	0	0	0	0	0	0	0	0	0	0
dolžina	0	0	0	0	0	0	0	0	0	0
podaljšati	0	0	0	0	0	0	0	0	0	0
podaljšan	0	0	0	0	0	0	0	0	0	0
podaljšanje	0	0	0	0	0	0	0	0	0	0
vzdolžen, po dolgem	0	0	0	0	0	0	0	0	0	0
dolgotrajen, zamuden	0	0	0	0	0	0	0	0	0	0
prizanesljivost, popustljivost	0	0	0	0	0	0	0	0	0	0
prizanesljiv	1	0	0	0	0	0	0	0	0	0
leča, objektiv	0	0	0	0	0	0	0	0	0	0
leopard	0	0	0	0	0	0	0	0	0	0
gobavost	0	1	0	0	1	1	0	1	0	0
lezbijka, lezba, peder, toplovodar, topli bratec, topli	0	1	0	0	1	0	0	1	0	0
lezbijstvo	0	0	0	0	0	0	0	0	0	0
najemnik, najemojemalec	0	0	0	0	0	0	0	0	0	0
zmanjšati	0	1	0	1	0	0	0	0	0	0
omiljenje	0	0	0	0	0	0	0	0	0	0
manjši, slabši	0	1	0	0	1	0	0	0	0	0
učna ura, pouk	1	0	0	1	0	0	0	0	0	1
najemodajalec	0	0	0	0	0	0	0	0	0	0
smrtonosen	0	1	0	0	1	1	0	1	0	0
letargičen, zaspan	0	0	0	0	0	0	0	0	0	0
zaspanost, otopelost	0	1	0	0	0	0	0	1	0	0
pismo	0	0	0	1	0	0	0	0	0	0
študiran	1	0	0	1	0	0	0	0	0	1
leposlovje, beletristika	0	0	0	0	0	0	0	0	0	0
solata	0	0	0	0	0	0	0	0	0	0
levkemija	0	1	1	0	0	1	0	1	0	0
nasip	0	0	0	0	0	0	0	0	0	1
raven, uravnotežen	1	0	0	0	0	0	0	0	0	1
ročica, vzvod	0	0	0	0	0	0	0	0	0	0
vzvod	1	0	0	0	0	0	0	0	0	0
dajatev	0	1	0	0	0	0	0	0	0	0
nespodoben, prostaški	0	1	0	0	1	0	0	0	0	0
leksikon	0	0	0	0	0	0	0	0	0	0
pašnik	0	0	0	0	0	0	0	0	0	0
pasiva, obveznosti	0	0	0	0	0	0	0	0	0	0
odgovornost, jamstvo	0	0	0	0	0	0	0	0	0	0
ljubimkanje	0	1	0	0	0	0	0	0	0	0
lažnivec	0	1	0	0	1	0	0	0	0	0
obrekovanje, obrekovati	0	1	1	0	0	1	0	0	0	1
klevetniški	0	0	0	0	0	0	0	0	0	0
liberalen	1	1	0	0	0	0	0	0	0	0
liberalizem	0	0	0	0	0	0	0	0	0	0
osvoboditi	1	0	1	1	0	0	1	0	1	1
osvoboditev	1	0	0	1	0	0	1	0	1	0
svoboda	1	0	0	1	0	0	1	0	1	1
libido	0	0	0	0	0	0	0	0	0	0
knjižničar	0	0	0	0	0	0	0	0	0	0
knjižnica	1	0	0	0	0	0	0	0	0	0
libreto	0	0	0	0	0	0	0	0	0	0
licenca	0	0	0	0	0	0	0	0	0	0
lišaj	0	0	0	0	0	0	0	0	0	0
lizati	0	1	0	0	1	0	0	0	0	0
pokrov	0	0	0	0	0	0	0	0	0	0
laž, lagati	0	1	1	0	1	0	0	1	0	0
graščak	0	0	0	0	0	0	0	0	0	0
zastavna pravica	0	0	0	0	0	0	0	0	0	0
namesto	0	0	0	0	0	0	0	0	0	0
poročnik	0	0	0	0	0	0	0	0	0	1
življenje	0	0	0	0	0	0	0	0	0	0
življenjska sila	1	0	0	0	0	0	0	0	0	0
rešilni čoln	0	0	0	0	0	0	0	0	0	0
mrtev	0	1	0	0	0	1	0	1	0	0
realističen	0	0	0	0	0	0	0	0	0	0
vseživljenjski, dosmrten	0	0	0	0	0	0	0	0	0	0
življenje, življenjska doba	0	0	0	0	0	0	0	0	0	0
dvigalo, dvigniti	0	0	0	0	0	0	0	0	0	0
kita, vez	0	0	0	0	0	0	0	0	0	0
podvezovanje	0	0	0	0	0	0	0	0	0	0
svetloba, luč	0	0	0	0	0	0	0	0	0	0
osvetliti	0	0	0	0	0	0	0	0	0	0
svetilnik	1	0	0	0	0	0	0	0	0	0
svetlost, lahkost	0	0	0	0	0	0	0	0	0	0
bliskanje, strela	0	0	1	0	0	1	0	0	1	0
verjetnost	0	0	0	0	0	0	0	0	0	0
podobnost	0	0	0	0	0	0	0	0	0	0
tudi, enak	0	0	0	0	0	0	0	0	0	0
ugajanje	1	0	0	0	0	0	1	0	0	1
lila	0	0	0	0	0	0	0	0	0	0
lilija	0	0	0	0	0	0	0	0	0	0
ud, okončina	0	0	0	0	0	0	0	0	0	0
vice, limbo	0	0	0	0	0	0	0	0	0	0
meja, omejitev, omejiti	0	0	0	0	0	0	0	0	0	0
pomanjkljivost, omejevanje	0	0	0	0	0	0	0	0	0	0
omejen	0	1	1	0	0	0	0	1	0	0
brezmejen	0	0	0	0	0	0	0	0	0	0
limuzina	0	0	0	0	0	0	0	0	0	0
šepati, šepanje	0	1	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
vrst, črta	0	0	0	0	0	0	0	0	0	0
rod, poreklo	0	0	0	0	0	0	0	0	0	0
direkten	0	0	0	0	0	0	0	0	0	0
linearen	0	0	0	0	0	0	0	0	0	0
črtast	0	0	0	0	0	0	0	0	0	0
perilo, posteljnina	0	0	0	0	0	0	0	0	0	0
vložek, podloga	0	0	0	0	0	0	0	0	0	0
linije	0	0	0	0	0	1	0	0	0	0
vztrajati	0	0	0	1	0	0	0	0	0	0
žargon, lingo	0	0	0	0	0	0	0	0	0	0
jezičen	0	0	0	0	0	0	0	0	0	0
jezikoslovec	1	0	0	0	0	0	0	0	0	1
jezikoven	0	0	0	0	0	0	0	0	0	0
jezikoslovje	0	0	0	0	0	0	0	0	0	0
podloga	0	0	0	0	0	0	0	0	0	0
povezava, link	0	0	0	0	0	0	0	0	0	0
linolej	0	0	0	0	0	0	0	0	0	0
kosem	0	1	0	0	0	0	0	0	0	0
lev	1	0	0	0	0	1	0	0	0	0
ustnica	0	0	0	0	0	0	0	0	0	0
šminka	0	0	0	0	0	0	0	0	0	0
taljenje, utekočinjenje	0	0	0	0	0	0	0	0	0	0
utekočinjen, staljen	0	0	0	0	0	0	0	0	0	0
liker	0	0	0	0	0	0	0	0	0	0
tekočina	0	0	0	0	0	0	0	0	0	0
likvidirati, zapreti, unovčiti	0	0	0	0	0	0	0	0	0	0
likvidacija, poravnava	0	0	0	0	0	0	0	0	0	0
likvidator	0	0	0	0	0	0	0	0	0	0
likvidnost	0	0	0	0	0	0	0	0	0	0
liker	0	1	1	0	0	0	1	1	0	0
sesljanje, sesljati	0	0	0	0	0	0	0	0	0	0
seznam	0	0	0	0	0	0	0	0	0	0
poslušati	0	0	0	0	0	0	0	0	0	0
poslušalec	0	0	0	0	0	0	0	0	0	0
seznam, popis	0	0	0	0	0	0	0	0	0	0
brezvoljen	0	1	0	0	0	0	0	1	0	0
litanija	0	0	0	0	0	0	0	0	0	0
dobeseden	0	0	0	0	0	0	0	0	0	0
literaren	0	0	0	0	0	0	0	0	0	0
literatura, književnost	0	0	0	0	0	0	0	0	0	0
gibčen	1	0	0	0	0	0	0	0	0	0
litografirati	0	0	0	0	0	0	0	0	0	0
litografija	0	0	0	0	0	0	0	0	0	0
litologija	0	0	0	0	0	0	0	0	0	0
litosfera	0	0	0	0	0	0	0	0	0	0
pravdar	0	1	0	0	0	0	0	0	0	0
tožariti, pravdati se	0	1	1	1	1	1	0	1	0	0
sodni postopek	0	1	0	0	0	0	0	0	0	0
pravdarski, sporen	0	1	1	0	1	0	0	0	0	0
leglo, nosilo	0	1	0	0	0	0	0	0	0	0
obalen	0	0	0	0	0	0	0	0	0	0
liturgija	0	0	0	0	0	0	0	0	0	0
preživetje	0	0	0	0	0	0	0	0	0	0
livreja, uniforma	0	0	0	0	0	0	0	0	0	0
besen	0	1	1	0	1	0	0	0	0	0
živeti	0	0	0	0	0	0	0	0	0	0
lama	0	0	0	0	0	0	0	0	0	0
obremenitev, tovor	0	0	0	0	0	0	0	0	0	0
mečkati, obotavljati	0	1	0	0	0	0	0	0	0	0
lenuh	0	1	0	0	0	0	0	0	0	0
ilovica, glina	0	0	0	0	0	0	0	0	0	0
posojilo	0	0	0	0	0	0	0	0	0	0
nerad, nenakolonjen	0	1	1	0	0	0	0	0	0	0
sovražiti	0	1	1	0	1	0	0	0	0	0
gnušenje	0	1	0	0	1	0	0	0	0	0
ogaben	0	1	1	0	1	0	0	0	0	0
avla, veža, lobi	0	0	0	0	0	0	0	0	0	0
