"English (en)...1"	"German (de)"	"Slovenian (sl)"	"Positive"	"Negative"	"Anger"	"Anticipation"	"Disgust"	"Fear"	"Joy"	"Sadness"	"Surprise"	"Trust"
"modernism"	"Modernismus"	"modernizem"	0	0	0	0	0	0	0	0	0	0
"modest"	"bescheiden"	"skromno"	1	0	0	0	0	0	0	0	0	1
"modesty"	"Bescheidenheit"	"skromnost"	1	0	0	0	0	0	0	0	0	0
"modicum"	"modicum"	"modikum"	0	0	0	0	0	0	0	0	0	0
"modifiable"	"modifizierbar"	"spremenljiv"	0	0	0	0	0	0	0	0	0	0
"modification"	"Änderung"	"sprememba"	0	0	0	0	0	0	0	0	0	0
"modified"	"geändert"	"spremenjeno"	0	0	0	0	0	0	0	0	0	0
"modify"	"ändern"	"spremenite"	0	0	0	0	0	0	0	0	1	0
"modulate"	"modulieren"	"modulirati"	0	0	0	0	0	0	0	0	0	0
"modulation"	"Modulation"	"modulacija"	0	0	0	0	0	0	0	0	0	0
"module"	"Modul"	"modul"	0	0	0	0	0	0	0	0	0	0
"modulus"	"Modul"	"modul"	0	0	0	0	0	0	0	0	0	0
"mogul"	"Mogul"	"mogul"	0	0	0	0	0	0	0	0	0	0
"moiety"	"Anteil"	"del"	0	0	0	0	0	0	0	0	0	0
"moist"	"feucht"	"vlažno"	0	0	0	0	0	0	0	0	0	0
"moisture"	"Feuchtigkeit"	"vlaga"	0	0	0	0	0	0	0	0	0	0
"molar"	"Molar"	"molar"	0	0	0	0	0	0	0	0	0	0
"molasses"	"Melasse"	"melase"	0	0	0	0	0	0	0	0	0	0
"mold"	"Schimmel"	"plesen"	0	0	0	0	0	0	0	0	0	0
"molded"	"geformt"	"oblikovan"	0	0	0	0	0	0	0	0	0	0
"molding"	"Formen"	"oblikovanje"	0	0	0	0	0	0	0	0	0	0
"moldy"	"schimmelig"	"plesen"	0	0	0	0	0	0	0	0	0	0
"molecular"	"molekular"	"molekularno"	0	0	0	0	0	0	0	0	0	0
"molecule"	"Molekül"	"molekula"	0	0	0	0	0	0	0	0	0	0
"molestation"	"Belästigung"	"zloraba"	0	1	1	0	1	1	0	1	0	0
"molten"	"geschmolzen"	"staljeni"	0	0	0	0	0	0	0	0	0	0
"moment"	"Moment"	"trenutek"	0	0	0	0	0	0	0	0	0	0
"momentary"	"momentan"	"trenutno"	0	0	0	0	0	0	0	0	0	0
"momentous"	"bedeutsam"	"Pomembno"	0	0	0	0	0	0	0	0	0	0
"momentum"	"Schwung"	"zagon"	1	0	0	1	0	0	0	0	0	0
"monad"	"Monade"	"monad"	0	0	0	0	0	0	0	0	0	0
"monarch"	"Monarch"	"monarh"	0	0	0	0	0	0	0	0	0	0
"monarchy"	"Monarchie"	"monarhija"	0	0	0	0	0	0	0	0	0	0
"monastery"	"Kloster"	"samostan"	0	0	0	0	0	0	0	0	0	0
"monastic"	"klösterlich"	"samostan"	0	0	0	0	0	0	0	0	0	0
"monetary"	"Geld"	"denarno"	1	0	0	1	0	0	0	0	0	0
"money"	"Geld"	"denar"	1	0	1	1	0	0	1	0	1	1
"monk"	"Mönch"	"menih"	1	0	0	0	0	0	0	0	0	1
"monkey"	"Affe"	"opica"	0	0	0	0	0	0	0	0	0	0
"monochrome"	"einfarbig"	"enobarvno"	0	1	0	0	1	0	0	0	0	0
"monogamy"	"Monogamie"	"monogamija"	0	0	0	0	0	0	0	0	0	1
"monogram"	"Monogramm"	"monogram"	0	0	0	0	0	0	0	0	0	0
"monograph"	"Monographie"	"monografija"	0	0	0	0	0	0	0	0	0	0
"monolayer"	"Monoschicht"	"enoslojni"	0	0	0	0	0	0	0	0	0	0
"monologue"	"Monolog"	"monolog"	0	0	0	0	0	0	0	0	0	0
"monopolist"	"Monopolist"	"monopolist"	0	1	0	0	0	0	0	0	0	0
"monopoly"	"Monopol"	"monopol"	0	0	0	0	0	0	0	0	0	0
"monotony"	"Monotonie"	"monotonija"	0	0	0	0	0	0	0	0	0	0
"monsoon"	"Monsun"	"monsun"	0	1	0	0	0	0	0	1	0	0
"monster"	"Monster-"	"pošast"	0	1	0	0	0	1	0	0	0	0
"monstrosity"	"Ungeheuerlichkeit"	"pošast"	0	1	1	0	1	1	0	0	1	0
"monte"	"monte"	"monte"	0	0	0	0	0	0	0	0	0	0
"month"	"Monat"	"mesec"	0	0	0	0	0	0	0	0	0	0
"monthly"	"monatlich"	"mesečno"	0	0	0	0	0	0	0	0	0	0
"monument"	"Monument"	"spomenik"	1	0	0	0	0	0	0	0	0	0
"monumental"	"monumental"	"monumentalno"	0	0	0	0	0	0	0	0	0	0
"moo"	"muhen"	"moo"	0	0	0	0	0	0	0	0	0	0
"moods"	"Stimmungen"	"razpoloženja"	0	0	0	0	0	0	0	0	0	0
"moody"	"launisch"	"Moody"	0	1	1	0	0	0	0	1	0	0
"moon"	"Mond"	"luna"	0	0	0	0	0	0	0	0	0	0
"moonlight"	"Mondlicht"	"mesečno svetlobo"	0	0	0	0	0	0	0	0	0	0
"moored"	"festgemacht"	"Privezan"	0	0	0	0	0	0	0	0	0	0
"mooring"	"Liegeplatz"	"privez"	0	0	0	0	0	0	0	0	0	0
"moorings"	"Liegeplätze"	"privezi"	0	0	0	0	0	0	0	0	0	1
"moorland"	"Moor"	"moorland"	0	0	0	0	0	0	0	0	0	0
"moose"	"Elch"	"losa"	0	0	0	0	0	0	0	0	0	0
"moot"	"moot"	"moot"	0	1	0	0	0	0	0	0	0	0
"mooted"	"befragt"	"Ustrezno"	0	0	0	0	0	0	0	0	0	0
"mop"	"Mopp"	"krpa"	0	0	0	0	0	0	0	0	0	0
"moral"	"Moral-"	"moralno"	1	0	1	0	0	0	0	0	0	1
"morality"	"Moral"	"moralo"	1	0	0	0	0	0	0	0	0	1
"morals"	"Moral"	"morale"	1	0	1	1	1	0	1	0	1	1
"morass"	"Morast"	"Morass"	0	0	0	0	0	0	0	0	0	0
"moratorium"	"Moratorium"	"moratorij"	0	0	0	0	0	0	0	0	0	0
"morbid"	"morbid"	"morbiden"	0	1	0	0	0	0	0	1	0	0
"morbidity"	"Morbidität"	"obolevnost"	0	1	1	0	1	1	0	1	0	0
"morgue"	"Leichenschauhaus"	"mrtvašnica"	0	1	0	0	1	1	0	1	0	0
"moribund"	"moribund"	"moribund"	0	1	0	0	0	0	0	1	0	0
"morn"	"Morgen"	"Morn"	0	0	0	1	0	0	0	0	0	0
"morning"	"Morgen"	"jutro"	0	0	0	0	0	0	0	0	0	0
"moron"	"Trottel"	"moron"	0	1	0	0	0	0	0	0	0	0
"moronic"	"schwachsinnig"	"moronic"	0	1	0	0	0	0	0	0	0	0
"morphine"	"Morphium"	"morfij"	0	0	0	0	0	0	0	0	0	0
"morphism"	"Morphismus"	"morfizem"	0	0	0	0	0	0	0	0	0	0
"morphology"	"Morphologie"	"morfologija"	0	0	0	0	0	0	0	0	0	0
"morrow"	"Morgen"	"jutri"	0	0	0	1	0	0	0	0	0	0
"morsel"	"Bissen"	"zalijevati"	0	1	0	0	0	0	0	0	0	0
"mortal"	"sterblich"	"smrtno"	0	1	0	0	0	0	0	0	0	0
"mortality"	"Mortalität"	"smrtnost"	0	1	1	0	0	1	0	1	0	0
"mortar"	"Granatwerfer"	"malta"	1	0	0	0	0	0	0	0	0	0
"mortgage"	"Hypothek"	"hipoteka"	0	0	0	0	0	1	0	0	0	0
"mortgagee"	"Hypothekengläubiger"	"hipotekar"	0	0	0	0	0	0	0	0	0	1
"mortgagor"	"Hypothekenschuldner"	"mortgagor"	0	0	0	0	0	1	0	0	0	0
"mortification"	"Demütigung"	"grozenje"	0	1	0	1	1	1	0	1	0	0
"mortuary"	"Leichenhalle"	"mrtvašnica"	0	1	0	0	0	1	0	1	0	0
"mosaic"	"Mosaik-"	"mozaik"	0	0	0	0	0	0	0	0	0	0
"mosque"	"Moschee"	"mošeja"	0	0	1	0	0	0	0	0	0	0
"mosquito"	"Moskito"	"komar"	0	1	1	0	1	0	0	0	0	0
"moss"	"Moos"	"mah"	0	0	0	0	0	0	0	0	0	0
"mossy"	"moosig"	"mossy"	0	0	0	0	0	0	0	0	0	0
"mote"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"moth"	"Motte"	"moljček"	0	0	0	0	0	0	0	0	0	0
"mother"	"Mutter"	"mama"	1	1	0	1	0	0	1	1	0	1
"motherhood"	"Mutterschaft"	"materinstvo"	1	0	0	0	0	0	1	0	0	1
"motion"	"Bewegung"	"gibanje"	0	0	0	1	0	0	0	0	0	0
"motionless"	"bewegungslos"	"nepremostljiva"	0	0	0	0	0	0	0	0	0	0
"motive"	"Motiv"	"motiv"	1	0	0	0	0	0	0	0	0	0
"motley"	"bunt"	"motley"	0	0	0	0	0	0	0	0	0	0
"motor"	"Motor-"	"motor"	0	0	0	0	0	0	0	0	0	0
"motorbike"	"Motorrad"	"motorna kolesa"	0	0	0	0	0	0	0	0	0	0
"motorcycle"	"Motorrad"	"motorno kolo"	0	0	0	0	0	0	0	0	0	0
"motte"	"Motte"	"motte"	0	0	0	0	0	0	0	0	0	0
"mottled"	"gesprenkelt"	"lisasta"	0	0	0	0	0	0	0	0	0	0
"motto"	"Motto"	"geslo"	0	0	0	0	0	0	0	0	0	0
"mould"	"Schimmel"	"plesen"	0	0	0	0	0	0	0	0	0	0
"mound"	"Hügel"	"Mound"	0	0	0	0	0	0	0	0	0	0
"mount"	"montieren"	"Mount"	0	0	0	0	0	0	0	0	0	0
"mountain"	"Berg"	"gore"	0	0	0	1	0	0	0	0	0	0
"mountaineer"	"Bergsteiger"	"planinec"	0	0	0	0	0	0	0	0	0	0
"mountainous"	"gebirgig"	"gorsko"	0	0	0	0	0	0	0	0	0	0
"mourn"	"trauern"	"žaluj"	0	1	0	0	0	0	0	1	0	0
"mournful"	"traurig"	"žalostno"	0	1	1	0	0	1	0	1	0	0
"mourning"	"Trauer"	"žalovanje"	0	1	0	0	0	0	0	1	0	0
"mouse"	"Maus"	"miš"	0	0	0	0	0	0	0	0	0	0
"moustache"	"Schnurrbart"	"brki"	0	0	0	0	0	0	0	0	0	0
"mouth"	"Mund"	"usta"	0	0	0	0	0	0	0	0	1	0
"mouthful"	"Schluck"	"usta"	0	0	0	0	1	0	0	0	0	0
"mouthpiece"	"Mundstück"	"ustnik"	0	0	0	0	0	0	0	0	0	0
"movable"	"beweglich"	"premično"	1	0	0	0	0	0	0	0	0	0
"move"	"Bewegung"	"Premakni se"	0	0	0	0	0	0	0	0	0	0
"movement"	"Bewegung"	"premikanje"	0	0	0	0	0	0	0	0	0	0
"mover"	"Beweger"	"mover"	1	0	0	0	0	0	0	0	0	0
"movie"	"Film"	"film"	0	0	0	0	0	0	0	0	0	0
"moving"	"ziehen um"	"premikanje"	0	0	0	0	0	0	0	0	0	0
"mow"	"mähen"	"Mow"	0	0	0	0	0	0	0	0	0	0
"muck"	"Dreck"	"Muck"	0	1	0	0	1	0	0	0	0	0
"mucous"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	1	0	0	0	0	0
"mucus"	"Schleim"	"sluz"	0	0	0	0	1	0	0	0	0	0
"mud"	"Schlamm"	"blato"	0	1	0	0	0	0	0	0	0	0
"muddle"	"Durcheinander"	"Mucanje"	0	1	0	0	0	0	0	0	0	0
"muddled"	"verwirrt"	"muddled"	0	1	0	0	0	0	0	0	0	0
"muddy"	"schlammig"	"blatno"	0	1	0	0	1	0	0	0	0	0
"muff"	"Muff"	"Muf"	0	1	1	0	1	0	0	0	0	0
"muffled"	"gedämpft"	"prigušen"	0	0	0	0	0	0	0	0	0	0
"muffler"	"Schalldämpfer"	"glušnik"	0	0	0	0	0	0	0	0	0	0
"mug"	"Becher"	"vrč"	1	1	1	0	0	1	0	1	0	0
"mule"	"Maultier"	"mula"	0	1	1	0	0	0	0	0	0	1
"multilateral"	"multilaterale"	"večstranski"	0	0	0	0	0	0	0	0	0	0
"multiple"	"mehrere"	"večkraten"	0	0	0	0	0	0	0	0	0	0
"multiplex"	"Multiplex"	"multipleks"	0	0	0	0	0	0	0	0	0	0
"multiplication"	"Multiplikation"	"množenje"	0	0	0	0	0	0	0	0	0	0
"multiplicity"	"Vielzahl"	"množljivost"	0	0	0	0	0	0	0	0	0	0
"multiplied"	"multipliziert"	"pomnožili"	0	0	0	0	0	0	0	0	0	0
"multiplier"	"Multiplikator"	"množitelj"	0	0	0	0	0	0	0	0	0	0
"multiply"	"multiplizieren"	"pomnoži"	0	0	0	0	0	0	0	0	0	0
"multitude"	"Vielzahl"	"množico"	0	0	0	0	0	0	0	0	0	0
"mum"	"Mama"	"mama"	0	1	0	0	0	1	0	0	0	0
"mumble"	"murmeln"	"mumble"	0	1	0	0	0	0	0	0	0	0
"mummy"	"Mumie"	"mumija"	0	0	0	0	0	0	0	0	0	0
"mumps"	"Mumps"	"mumps"	0	1	0	0	0	0	0	0	0	0
"munch"	"kauen"	"Munch"	0	0	0	0	0	0	0	0	0	0
"mundane"	"banal"	"vsakdanjega"	0	0	0	0	0	0	0	0	0	0
"municipal"	"Gemeinde"	"občinski"	0	0	0	0	0	0	0	0	0	0
"municipality"	"Gemeinde"	"občina"	0	0	0	0	0	0	0	0	0	0
"mural"	"Wandgemälde"	"mural"	0	0	0	0	0	0	0	0	0	0
"murder"	"Mord"	"umor"	0	1	1	0	1	1	0	1	1	0
"murderer"	"Mörder"	"morilec"	0	1	1	0	1	1	0	1	0	0
"murderous"	"mörderisch"	"morilec"	0	1	1	0	1	1	0	1	1	0
"murky"	"trübe"	"Mračen"	0	1	0	0	1	0	0	1	0	0
"murmur"	"murmeln"	"šumenje"	0	0	0	0	0	0	0	0	0	0
"muscle"	"Muskel"	"mišice"	0	0	0	0	0	0	0	0	0	0
"muscular"	"muskulös"	"mišični"	1	0	0	0	0	0	0	0	0	0
"muse"	"Muse"	"muz"	0	0	0	0	0	0	0	0	0	0
"muses"	"Musen"	"muse"	0	0	0	0	0	0	0	0	0	0
"museum"	"Museum"	"muzej"	0	0	0	0	0	0	0	0	0	0
"mush"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"mushroom"	"Pilz"	"gob"	0	0	0	0	0	0	0	0	0	0
"music"	"Musik-"	"glasba"	1	0	0	0	0	0	1	1	0	0
"musical"	"Musical"	"glasbeni"	1	0	1	1	0	0	1	1	1	1
"musician"	"Musiker"	"glasbenik"	0	0	0	0	0	0	0	0	0	0
"musing"	"sinnend"	"mišljenje"	0	0	0	0	0	0	0	0	0	0
"musk"	"Moschus"	"mošus"	0	0	0	0	0	0	0	0	0	0
"musket"	"Muskete"	"musket"	0	0	0	0	0	1	0	0	0	0
"muslin"	"Musselin"	"muslin"	0	0	0	0	0	0	0	0	0	0
"muss"	"NO TRANSLATION"	"NO TRANSLATION"	0	1	0	0	0	0	0	0	0	0
"mustang"	"Mustang"	"mustang"	0	0	0	0	0	0	0	0	0	0
"mustard"	"Senf"	"gorčica"	0	0	0	0	0	0	0	0	0	0
"muster"	"aufbringen"	"zbiranje"	0	0	0	0	0	0	0	0	0	0
"musty"	"muffig"	"bedak"	0	1	0	0	1	0	0	0	0	0
"mutable"	"veränderlich"	"spremenljiv"	1	0	0	1	0	0	0	0	0	0
"mutant"	"Mutant"	"mutant"	0	1	0	0	0	0	0	0	0	0
"mutation"	"Mutation"	"mutacija"	0	0	0	0	0	0	0	0	0	0
"mutilated"	"verstümmelt"	"pohabljen"	0	1	0	0	1	0	0	0	0	0
"mutilation"	"Verstümmelung"	"pohabljanje"	0	1	1	0	1	1	0	1	0	0
"mutiny"	"Meuterei"	"upor"	0	1	1	0	1	1	0	0	1	0
"mutter"	"NO TRANSLATION"	"NO TRANSLATION"	0	1	1	0	0	0	0	0	0	0
"mutton"	"Hammelfleisch"	"ovčetina"	0	0	0	0	0	0	0	0	0	0
"mutual"	"gegenseitige"	"medsebojno"	1	0	0	0	0	0	0	0	0	0
"mutually"	"gegenseitig"	"medsebojno"	0	0	0	0	0	0	0	0	0	0
"muzzle"	"Schnauze"	"gobec"	0	1	0	0	0	1	0	0	0	0
"myopia"	"Kurzsichtigkeit"	"miopija"	0	1	1	0	0	0	0	1	0	0
"myopic"	"kurzsichtig"	"kratkovidnost"	0	0	0	0	0	0	0	0	0	0
"myriad"	"Myriade"	"nešteto"	0	0	0	0	0	0	0	0	0	0
"mysterious"	"geheimnisvoll"	"skrivnostno"	0	0	0	1	0	1	0	0	1	0
"mystery"	"Geheimnis"	"skrivnost"	0	0	0	1	0	0	0	0	1	0
"mystic"	"Mystiker"	"mistik"	0	0	0	0	0	0	0	0	1	0
"mystical"	"mystisch"	"mistično"	0	0	0	0	0	0	0	0	0	0
"mysticism"	"Mystik"	"mistika"	0	0	0	0	0	0	0	0	0	0
"myth"	"Mythos"	"mit"	0	0	0	0	0	0	0	0	0	0
"mythic"	"mythisch"	"mitično"	0	0	0	0	0	0	0	0	0	0
"mythical"	"mythisch"	"mitično"	0	0	0	0	0	0	0	0	0	0
"mythological"	"mythologisch"	"mitološki"	0	0	0	0	0	0	0	0	0	0
"mythology"	"Mythologie"	"mitologija"	0	0	0	0	0	0	0	0	0	0
"nab"	"schnappen"	"nab"	0	1	0	0	0	0	0	0	1	0
"nadir"	"Nadir"	"nadir"	0	1	0	0	0	0	0	0	0	0
"nag"	"NO TRANSLATION"	"NO TRANSLATION"	0	1	1	0	0	0	0	0	0	0
"nail"	"Nagel"	"nohtov"	0	0	0	0	0	0	0	0	0	0
"naive"	"naiv"	"naiven"	0	1	0	0	0	0	0	0	0	0
"naked"	"nackt"	"gola"	0	0	0	0	0	0	0	0	0	0
"named"	"genannt"	"imenovan"	0	0	0	0	0	0	0	0	0	0
"nameless"	"namenlos"	"brez imena"	0	1	0	0	1	0	0	0	0	0
"namesake"	"Namensvetter"	"imena"	0	0	0	0	0	0	0	0	0	0
"naming"	"Benennung"	"poimenovanje"	0	0	0	0	0	0	0	0	0	0
"nanny"	"Kindermädchen"	"varuška"	0	0	0	0	0	0	0	0	0	0
"nanometer"	"Nanometer"	"nanometer"	0	0	0	0	0	0	0	0	0	0
"nap"	"Nickerchen"	"dremež"	1	0	0	0	0	0	1	0	0	0
"nape"	"Nacken"	"nape"	0	0	0	0	0	0	0	0	0	0
"napkin"	"Serviette"	"prtiček"	0	0	0	0	0	0	0	1	0	0
"napping"	"Nickerchen"	"dremanje"	0	0	0	0	0	0	0	0	0	0
"nappy"	"Windel"	"plenice"	0	1	0	0	1	0	0	0	0	0
"narcotic"	"Betäubungsmittel"	"narkotik"	0	1	0	0	0	0	0	0	0	0
"narrate"	"erzählen"	"narrat"	0	0	0	0	0	0	0	0	0	0
"narration"	"Erzählung"	"naracija"	0	0	0	0	0	0	0	0	0	0
"narrative"	"Erzählung"	"pripoved"	0	0	0	0	0	0	0	0	0	0
"narrator"	"Erzähler"	"pripovedovalec"	0	0	0	0	0	0	0	0	0	0
"narrow"	"eng"	"ozek"	0	0	0	0	0	0	0	0	0	0
"narrowing"	"Verengung"	"zožitev"	0	0	0	0	0	0	0	0	0	0
"nascent"	"im Entstehen begriffen"	"nastajajoč"	0	0	0	1	0	0	0	0	0	0
"nasty"	"böse"	"grdo"	0	1	1	0	1	1	0	1	0	0
"natal"	"Natal"	"natal"	0	0	0	0	0	0	0	0	0	0
"nation"	"Nation"	"narod"	0	0	0	0	0	0	0	0	0	1
"national"	"National"	"nacionalno"	0	0	0	0	0	0	0	0	0	0
"nationality"	"Staatsangehörigkeit"	"državljanstvo"	0	0	0	0	0	0	0	0	0	0
"native"	"Nativ"	"domači"	0	0	0	0	0	0	0	0	0	0
"nativity"	"Geburt"	"rojstvo"	0	0	0	0	0	0	0	0	0	0
"naturalist"	"Naturforscher"	"naturalist"	1	0	0	0	0	0	0	0	0	0
"naturalization"	"Einbürgerung"	"naturalizacija"	0	0	0	0	0	0	0	0	0	0
"naturalized"	"eingebürgert"	"naturaliziran"	0	0	0	0	0	0	0	0	0	0
"naturally"	"natürlich"	"naravno"	0	0	0	0	0	0	0	0	0	0
"nature"	"Natur"	"narava"	0	0	0	0	0	0	0	0	0	0
"naught"	"Nichts"	"nič"	0	0	0	0	0	0	0	0	0	0
"naughty"	"frech"	"poredna"	0	1	0	0	0	0	0	0	0	0
"nausea"	"Übelkeit"	"slabost"	0	1	0	0	1	0	0	0	0	0
"nauseous"	"übel"	"slabost"	0	1	0	0	1	0	0	1	0	0
"nautical"	"nautisch"	"navtični"	0	0	0	0	0	0	0	0	0	0
"naval"	"Marine-"	"naval"	0	0	0	0	0	0	0	0	0	0
"nave"	"Kirchenschiff"	"ladja"	0	0	0	0	0	0	0	0	0	0
"navel"	"Nabel"	"popka"	0	0	0	0	0	0	0	0	0	0
"navigable"	"schiffbar"	"plovni"	1	0	0	1	0	0	0	0	0	0
"navigate"	"navigieren"	"krmarite"	0	0	0	0	0	0	0	0	0	0
"navigation"	"Navigation"	"navigacija"	0	0	0	0	0	0	0	0	0	0
"navigator"	"Navigator"	"navigator"	0	0	0	1	0	0	0	0	0	1
"navy"	"Marine"	"mornarica"	0	0	0	0	0	0	0	0	0	0
"nay"	"NO TRANSLATION"	"NO TRANSLATION"	0	1	0	0	0	0	0	0	0	0
"neatly"	"ordentlich"	"lepo"	1	0	0	0	0	0	0	0	0	0
"nebula"	"Nebel"	"meglica"	0	0	0	0	0	0	0	0	0	0
"nebulae"	"Nebel"	"meglice"	0	0	0	0	0	0	0	0	0	0
"nebulous"	"nebulös"	"nebulozna"	0	0	0	0	0	0	0	0	0	0
"necessarily"	"Notwendig"	"nujno"	0	0	0	0	0	0	0	0	0	0
"necessitate"	"erfordern"	"zahtevati"	0	0	0	0	0	0	0	0	0	0
"necessities"	"Notwendigkeiten"	"potrebščine"	0	0	0	0	0	0	0	0	0	0
"necessity"	"Notwendigkeit"	"nujnost"	0	0	0	0	0	0	0	1	0	0
"neck"	"Hals"	"vratu"	0	0	0	0	0	0	0	0	0	0
"necklace"	"Halskette"	"ogrlica"	0	0	0	0	0	0	0	0	0	0
"necrosis"	"Nekrose"	"nekroza"	0	0	0	0	0	0	0	0	0	0
"nectar"	"Nektar"	"nektar"	1	0	0	0	0	0	0	0	0	0
"needful"	"notwendig"	"potreben"	0	1	0	0	0	0	0	0	0	0
"needle"	"Nadel"	"igla"	1	0	0	0	0	0	0	0	0	0
"needless"	"unnötig"	"nepotrebno"	0	0	0	0	0	0	0	0	0	0
"needy"	"Bedürftige"	"potrebujejo"	0	1	0	0	0	0	0	0	0	0
"nefarious"	"schändlich"	"neumni"	0	1	0	0	1	1	0	1	1	0
"negation"	"Negation"	"negacija"	0	1	1	0	0	0	0	0	0	0
"negative"	"Negativ"	"negativno"	0	1	0	0	0	0	0	1	0	0
"neglect"	"vernachlässigen"	"zanemarjanje"	0	1	0	0	0	0	0	0	0	0
"neglected"	"vernachlässigt"	"zanemarjena"	0	1	1	0	1	0	0	1	0	0
"neglecting"	"Vernachlässigung"	"zanemarjanje"	0	1	0	0	0	0	0	0	0	0
"negligence"	"Fahrlässigkeit"	"malomarnost"	0	1	0	0	0	0	0	0	0	0
"negligent"	"fahrlässig"	"malomaren"	0	1	0	0	0	0	0	0	0	0
"negligently"	"NO TRANSLATION"	"NO TRANSLATION"	0	1	0	0	0	0	0	0	0	0
"negligible"	"unerheblich"	"zanemarljiv"	0	0	0	0	0	0	0	0	0	0
"negotiate"	"verhandeln"	"pogajati se"	1	0	0	0	0	0	0	0	0	1
"negotiation"	"Verhandlung"	"pogajanja"	0	0	0	0	0	0	0	0	0	0
"negotiator"	"Unterhändler"	"pogajalca"	1	0	0	0	0	0	0	0	0	0
"negro"	"Neger"	"negro"	0	1	0	0	0	0	0	1	0	0
"neigh"	"wiehern"	"sosed"	0	0	0	0	0	0	0	0	0	0
"neighbor"	"Nachbar"	"sosed"	1	0	0	1	0	0	0	0	0	1
"neighborhood"	"Gegend"	"soseska"	0	0	0	1	0	0	0	0	0	0
"neighboring"	"Nachbar"	"sosednje"	0	0	0	0	0	0	0	0	0	0
"neonatal"	"Neugeborenen"	"novorojenček"	0	0	0	0	0	0	0	0	0	0
"neophyte"	"Neophyt"	"Neophyte"	0	0	0	0	0	0	0	0	0	0
"neoprene"	"Neopren"	"neopren"	0	0	0	0	0	0	0	0	0	0
"nephew"	"Neffe"	"nečak"	0	0	0	0	0	0	0	0	0	0
"nepotism"	"Vetternwirtschaft"	"nepotizem"	0	1	1	0	1	0	0	1	0	0
"nerve"	"Nerv"	"živec"	1	0	0	0	0	0	0	0	0	0
"nervous"	"nervös"	"živčni"	0	1	0	1	0	1	0	0	0	0
"nervousness"	"Nervosität"	"živčnost"	0	0	0	0	0	1	0	0	0	0
"ness"	"Ness"	"Ness"	0	0	0	0	0	0	0	0	0	0
"nest"	"Nest"	"gnezdo"	0	0	0	0	0	0	0	0	0	1
"nestle"	"schmiegen"	"nestle"	1	0	0	0	0	0	0	0	0	1
"nestling"	"eingebettet"	"gnezdenje"	0	0	0	0	0	0	0	0	0	0
"net"	"Netz"	"mreža"	0	0	0	0	0	0	0	0	0	0
"nether"	"unter"	"nether"	0	1	1	0	0	1	0	1	0	0
"netting"	"Netting"	"mreženje"	0	0	0	0	0	0	0	0	0	0
"nettle"	"Nessel"	"koprive"	0	1	1	0	1	0	0	0	0	0
"network"	"Netzwerk"	"omrežje"	0	0	0	1	0	0	0	0	0	0
"neuralgia"	"Neuralgie"	"nevralgija"	0	1	0	0	0	1	0	1	0	0
"neurology"	"Neurologie"	"nevrologija"	0	0	0	0	0	0	0	0	0	0
"neurosis"	"Neurose"	"nevroza"	0	1	0	0	0	1	0	1	0	0
"neurotic"	"neurotisch"	"nevrotično"	0	1	0	0	1	1	0	0	0	0
"neuter"	"kastrieren"	"srednji"	0	0	0	0	0	0	0	0	0	0
"neutral"	"neutral"	"nevtralen"	0	0	0	1	0	0	0	0	0	1
"neutrality"	"Neutralität"	"nevtralnost"	0	0	0	0	0	0	0	0	0	1
"neutralize"	"neutralisieren"	"nevtralizirati"	0	0	0	0	0	0	0	0	0	0
"newborn"	"Neugeborenes"	"novorojenček"	0	0	0	0	0	0	0	0	0	0
"newcomer"	"Neuling"	"novinec"	0	0	0	0	0	1	0	0	1	0
"newly"	"neu"	"na novo"	0	0	0	0	0	0	0	0	0	0
"newness"	"Neuheit"	"novost"	0	0	0	0	0	0	0	0	0	0
"news"	"Nachrichten"	"novice"	0	0	0	0	0	0	0	0	0	0
"newspaper"	"Zeitung"	"časopis"	0	0	0	0	0	0	0	0	0	0
"newsstand"	"Zeitungsstand"	"časopisa"	0	0	0	0	0	0	0	0	0	0
"nib"	"Feder"	"nib"	0	0	0	0	0	0	0	0	0	0
"nibble"	"knabbern"	"nibble"	0	0	0	0	0	0	0	0	0	0
"niche"	"Nische"	"niša"	0	0	0	0	0	0	0	0	0	0
"nichts"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"nick"	"Nick"	"nick"	0	0	0	0	0	0	0	0	0	0
"nickel"	"Nickel"	"nikelj"	0	0	0	0	0	0	0	0	0	0
"nickname"	"Spitzname"	"vzdevek"	0	0	0	0	0	0	0	0	0	0
"nicotine"	"Nikotin"	"nikotin"	0	1	0	0	1	0	0	0	0	0
"niece"	"Nichte"	"nečakinja"	0	0	0	0	0	0	0	0	0	0
"nigger"	"Nigger"	"črnuh"	0	1	0	0	0	0	0	0	0	0
"nigh"	"nahe"	"blizu"	0	0	0	0	0	0	0	0	0	0
"night"	"Nacht-"	"noč"	0	0	0	0	0	0	0	0	0	0
"nightfall"	"Einbruch der Dunkelheit"	"noč"	0	0	0	0	0	0	0	0	0	0
"nightingale"	"Nachtigall"	"slaščičar"	0	0	0	0	0	0	0	0	0	0
