"word"	"Positive"	"Negative"	"Anger"	"Anticipation"	"Disgust"	"Fear"	"Joy"	"Sadness"	"Surprise"	"Trust"
"harem"	0	0	0	0	0	0	0	0	0	0
"vlačuga"	0	1	0	0	1	0	0	0	0	0
"pocestnica"	0	1	0	0	1	0	0	0	0	0
"škoda"	0	1	0	0	0	1	0	0	0	0
"poškodovati"	0	1	0	0	0	1	0	0	0	0
"škodljiv"	0	1	1	0	1	1	0	1	0	0
"harmonika"	0	0	0	0	0	0	0	0	0	0
"harmoničen"	0	0	0	0	0	0	0	0	0	0
"harmoničen"	1	0	0	0	0	0	1	0	0	1
"uskladiti"	0	0	0	0	0	0	0	0	0	0
"harmonija"	1	0	0	0	0	0	1	0	0	1
"vprega"	0	0	0	0	0	0	0	0	0	0
"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"čembalo"	0	0	0	0	0	0	0	0	0	0
"grozljiv"	0	1	0	0	0	1	0	0	0	0
"nadlegovati"	0	1	1	0	0	0	0	1	0	0
"obremenjevati"	0	1	1	0	0	0	0	1	0	0
"neusmiljenost"	0	1	1	0	0	1	0	0	0	0
"jelen"	0	0	0	0	0	0	0	0	0	0
"žetev"	1	0	0	1	0	0	1	0	0	0
"žeti"	1	0	0	1	0	0	1	0	0	0
"pokvariti"	0	1	0	0	0	0	0	0	0	0
"hašiš"	0	1	0	0	0	0	0	0	0	0
"hiteti"	0	0	0	1	0	0	0	0	0	0
"priganjati"	0	0	0	0	0	0	0	0	0	0
"pospešiti"	0	0	0	0	0	0	0	0	0	0
"nagel"	0	0	0	0	0	0	0	0	0	0
"prenagel"	0	1	0	0	0	0	0	0	0	0
"klobuk"	0	0	0	0	0	0	0	0	0	0
"okence"	0	0	0	0	0	0	0	0	0	0
"loputa"	0	0	0	0	0	0	0	0	0	0
"sekira"	0	0	0	0	0	0	0	0	0	0
"sovraštvo"	0	1	1	0	1	1	0	1	0	0
"sovražen"	0	1	1	0	1	1	0	1	0	0
"sovraženje"	0	1	1	0	0	0	0	0	0	0
"sovraštvo"	0	1	1	0	1	1	0	1	0	0
"ošaben"	0	1	1	0	0	0	0	0	0	0
"povleči"	0	0	0	0	0	0	0	0	0	0
"prevoz"	0	0	0	0	0	0	0	0	0	0
"preganjati"	0	1	0	0	0	1	0	0	0	0
"prestrašen"	0	1	0	0	0	1	0	1	0	0
"zavetje"	1	0	0	0	0	0	0	0	0	1
"pristan"	1	0	0	0	0	0	0	0	0	1
"opustošenje"	0	1	1	0	0	1	0	0	0	0
"žmurka"	0	0	0	0	0	0	0	0	0	0
"kragulj"	0	0	0	0	0	1	0	0	0	0
"jastreb"	0	0	0	0	0	1	0	0	0	0
"sokol"	0	0	0	0	0	1	0	0	0	0
"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"nevarnost"	0	1	0	0	0	1	0	0	0	0
"grožnja"	0	1	0	0	0	1	0	0	0	0
"nevaren"	0	1	0	0	0	1	0	0	0	0
"meglica"	0	1	0	0	0	1	0	0	0	0
"megličast"	0	0	0	0	0	0	0	0	0	0
"glava"	0	0	0	0	0	0	0	0	0	0
"glavobol"	0	1	0	0	0	0	0	0	0	0
"načelek"	0	0	0	0	0	0	0	0	0	0
"glava"	0	0	0	0	0	0	0	0	0	0
"pokrivalo"	0	0	0	0	0	0	0	0	0	0
"naslov"	0	0	0	0	0	0	0	0	0	0
"rt"	0	0	0	0	0	0	0	0	0	0
"žaromet"	0	0	0	1	0	0	0	0	0	0
"naslov"	0	0	0	0	0	0	0	0	0	0
"prenagljeno"	0	0	0	0	0	0	0	0	0	0
"sedež"	0	0	0	0	0	0	0	0	0	0
"nagrobnik"	0	0	0	0	0	0	0	0	0	0
"napredovanje"	1	0	0	0	0	0	0	0	0	0
"omamen"	0	1	0	0	0	0	0	0	0	0
"zdraviti"	1	0	0	0	0	0	1	0	0	1
"zdravilen"	1	0	0	1	0	0	1	0	0	1
"zdravljenje"	1	0	0	1	0	0	1	0	0	1
"zdravje"	0	0	0	0	0	0	0	0	0	0
"zdrav"	1	0	0	0	0	0	1	0	0	0
"zdrav"	1	0	0	0	0	0	0	0	0	0
"kup"	0	0	0	0	0	0	0	0	0	0
"slišati"	0	0	0	0	0	0	0	0	0	0
"slušalec"	0	0	0	0	0	0	0	0	0	0
"obravnava"	0	1	0	0	0	1	0	0	0	0
"zaslišanje"	0	1	0	0	0	1	0	0	0	0
"govorice"	0	1	0	0	0	0	0	0	0	0
"mrliški voz"	0	1	0	0	0	1	0	1	0	0
"srce"	0	0	0	0	0	0	0	0	0	0
"žalost"	0	1	0	0	0	0	0	1	0	0
"zgaga"	0	1	0	0	0	0	0	0	0	0
"iskren"	1	0	0	0	0	0	1	1	0	1
"srčen"	1	0	0	0	0	0	1	1	0	1
"ognjišče"	1	0	0	0	0	0	0	0	0	0
"navdušen"	1	0	0	0	0	0	1	0	0	0
"brez srca"	0	1	0	0	0	0	0	1	0	0
"srce"	0	0	0	0	0	0	0	0	0	0
"srčna glista"	0	0	0	0	1	0	0	0	0	0
"toplota"	0	0	0	0	0	0	0	0	0	0
"ogrevan"	0	0	0	0	0	0	0	0	0	0
"grelec"	0	0	0	0	0	0	0	0	0	0
"vresišče"	0	0	0	0	0	0	0	0	0	0
"pogan"	0	1	0	0	0	1	0	0	0	0
"nevernik"	0	1	0	0	0	1	0	0	0	0
"resa"	0	0	0	0	0	0	0	0	0	0
"ogrevanje"	0	0	0	0	0	0	0	0	0	0
"potisk"	0	0	0	0	0	0	0	0	0	0
"potegniti"	0	0	0	0	0	0	0	0	0	0
"nebeški"	1	0	0	1	0	0	1	0	0	1
"nebesa"	1	0	0	0	0	0	1	0	0	1
"močen"	0	1	0	0	0	0	0	0	0	0
"potrtost"	0	0	0	0	0	0	0	0	0	0
"dviganje"	0	0	0	0	0	0	0	0	0	0
"hektar"	0	0	0	0	0	0	0	0	0	0
"buren"	0	0	0	0	0	0	0	0	0	0
"pregrada"	0	0	0	0	0	0	0	0	0	0
"jež"	0	0	0	0	0	0	0	0	0	0
"hedonizem"	1	1	0	0	0	0	1	0	0	0
"upoštevati"	0	0	0	0	0	0	0	0	0	0
"bastard"	0	1	0	0	0	0	0	0	0	0
"peta"	0	0	0	0	0	0	0	0	0	0
"dvigniti"	1	0	0	1	0	1	0	0	0	0
"hegemonističen"	0	0	0	0	0	0	0	0	0	0
"telica"	0	0	0	0	0	0	0	0	0	0
"višina"	0	0	0	0	0	0	0	0	0	0
"krepiti"	0	1	0	0	0	1	0	0	0	0
"povečati"	0	1	0	0	0	1	0	0	0	0
"gnusen"	0	1	0	0	0	0	0	0	0	0
"naslednik"	0	0	0	0	0	0	0	0	0	0
"dedič"	0	0	0	0	0	0	0	0	0	0
"naslednica"	0	0	0	0	0	0	0	0	0	0
"dedinja"	0	0	0	0	0	0	0	0	0	0
"dediščina"	0	0	0	0	0	0	0	0	0	0
"nasledniki"	0	0	0	0	0	0	0	0	0	0
"dediči"	0	0	0	0	0	0	0	0	0	0
"spiralen"	0	0	0	0	0	0	0	0	0	0
"vijačnica"	0	0	0	0	0	0	0	0	0	0
"pekel"	0	1	1	0	1	1	0	1	0	0
"vrag"	0	1	1	0	1	1	0	1	0	0
"hudič"	0	1	1	0	1	1	0	1	0	0
"peklenski"	0	1	1	0	1	1	0	1	0	0
"krmilo"	0	0	0	0	0	0	0	0	0	0
"čelada"	1	0	0	0	0	1	0	0	0	0
"pomočnik"	1	0	0	0	0	0	0	0	0	1
"koristen"	1	0	0	0	0	0	1	0	0	1
"ustrežljiv"	1	0	0	0	0	0	1	0	0	1
"nemočen"	0	1	0	0	0	1	0	1	0	0
"nebogljenost"	0	1	0	0	0	1	0	1	0	0
"rob"	0	0	0	0	0	0	0	0	0	0
"obdajati"	0	0	0	0	0	0	0	0	0	0
"hematit"	0	0	0	0	0	0	0	0	0	0
"krvavec"	0	0	0	0	0	0	0	0	0	0
"hemi"	0	0	0	0	0	0	0	0	0	0
"hemisfera"	0	0	0	0	0	0	0	0	0	0
"hemisferičen"	0	0	0	0	0	0	0	0	0	0
"mišjak"	0	0	0	0	0	0	0	0	0	0
"krvavitev"	0	1	0	0	1	1	0	1	0	0
"hemoroidi"	0	1	0	0	0	0	0	0	0	0
"konoplja"	0	0	0	0	0	0	0	0	0	0
"marihuana"	0	0	0	0	0	0	0	0	0	0
"kanabis"	0	0	0	0	0	0	0	0	0	0
"kokoš"	0	0	0	0	0	0	0	0	0	0
"kura"	0	0	0	0	0	0	0	0	0	0
"odslej"	0	0	0	0	0	0	0	0	0	0
"sel"	0	0	0	0	0	0	0	0	0	0
"grboslovje"	0	0	0	0	0	0	0	0	0	0
"heraldika"	0	0	0	0	0	0	0	0	0	0
"zelišče"	0	0	0	0	0	0	0	0	0	0
"zelnat"	0	0	0	0	0	0	0	0	0	0
"zeliščen"	1	0	0	0	0	0	0	0	0	0
"herbarij"	0	0	0	0	0	0	0	0	0	0
"čreda"	0	0	0	0	0	0	0	0	0	0
"deden"	0	0	0	0	0	0	0	0	0	0
"podedovan"	0	0	0	0	0	0	0	0	0	0
"dednost"	0	0	0	0	0	0	0	0	0	0
"herezija"	0	1	0	0	0	0	0	0	0	0
"heretik"	0	1	0	0	1	0	0	0	0	0
"krivoverec"	0	1	0	0	1	0	0	0	0	0
"heretičen"	0	0	0	0	0	0	0	0	0	0
"do sedaj"	0	0	0	0	0	0	0	0	0	0
"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"s tem"	0	0	0	0	0	0	0	0	0	0
"dediščina"	0	0	0	0	0	0	0	0	0	1
"hermafrodit"	0	1	0	0	0	0	0	0	1	0
"hermenevtika"	0	0	0	0	0	0	0	0	0	0
"eremit"	0	0	0	0	0	0	0	1	0	1
"puščavnik"	0	0	0	0	0	0	0	1	0	1
"kila"	0	0	0	0	0	0	0	0	0	0
"junak"	1	0	0	1	0	0	1	0	1	1
"junaški"	1	0	0	0	0	0	1	0	1	1
"junak"	1	0	0	0	0	0	0	0	0	0
"heroin"	0	1	0	0	0	0	0	0	0	0
"junakinja"	1	0	0	0	0	0	0	0	0	1
"junaštvo"	1	0	0	1	0	0	1	0	1	1
"herpes"	0	1	0	0	1	0	0	0	0	0
"herpesvirus"	0	1	0	0	1	0	0	0	0	0
"obotavljajoč"	0	0	0	0	0	0	0	0	0	0
"oklevajoč"	0	0	0	0	0	0	0	0	0	0
"oklevanje"	0	1	0	0	0	1	0	0	0	0
"heterogenost"	0	0	0	0	0	0	0	0	0	0
"lomiti"	0	0	0	0	0	0	0	0	0	0
"šesterokotnik"	0	0	0	0	0	0	0	0	0	0
"šestkotnik"	0	0	0	0	0	0	0	0	0	0
"vrhunec"	1	0	0	1	0	0	1	0	0	1
"višek"	1	0	0	1	0	0	1	0	0	1
"pavza"	0	0	0	0	0	0	0	0	0	0
"prezimiti"	0	0	0	0	0	0	0	0	0	0
"hibernacija"	0	0	0	0	0	0	0	0	0	0
"prezimovanje"	0	0	0	0	0	0	0	0	0	0
"kolcanje"	0	0	0	0	0	0	0	0	0	0
"kolcati"	0	0	0	0	0	0	0	0	0	0
"skrit"	0	1	0	0	0	0	0	0	0	0
"skriti"	0	0	0	0	0	1	0	0	0	0
"odvraten"	0	1	0	0	1	1	0	1	0	0
"ogaben"	0	1	0	0	1	1	0	1	0	0
"ostuden"	0	1	0	0	1	1	0	1	0	0
"skrivajoč"	0	0	0	0	0	1	0	0	0	0
"hierarhičen"	0	0	0	0	0	0	0	0	0	0
"visok"	0	0	0	0	0	0	0	0	0	0
"višji"	0	0	0	0	0	0	0	0	0	0
"najvišji"	1	1	0	1	0	1	1	0	1	0
"visokogorje"	0	0	0	0	0	0	0	0	0	0
"višavje"	0	0	0	0	0	0	0	0	0	0
"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"avtocesta"	0	0	0	0	0	0	0	0	0	0
"planinec"	0	0	0	0	0	0	0	0	0	0
"pohodnik"	0	0	0	0	0	0	0	0	0	0
"smešen"	1	0	0	0	0	0	1	0	1	0
"zabaven"	1	0	0	0	0	0	1	0	1	0
"zabava"	1	0	0	0	0	0	1	0	0	0
"veselje"	1	0	0	0	0	0	1	0	0	0
"grič"	0	0	0	0	0	0	0	0	0	0
"gričevnat"	0	0	0	0	0	0	0	0	0	0
"držaj"	0	0	0	0	0	0	0	0	0	0
"ročaj"	0	0	0	0	0	0	0	0	0	0
"zadnji"	0	0	0	0	0	0	0	0	0	0
"ovirajoč"	0	1	0	0	0	0	0	1	0	0
"ovira"	0	1	0	0	0	0	0	0	0	0
"tečaj"	0	0	0	0	0	0	0	0	0	0
"sklep"	0	0	0	0	0	0	0	0	0	0
"namig"	0	0	0	0	0	0	0	0	0	0
"zaledje"	0	0	0	0	0	0	0	0	0	0
"kolk"	0	0	0	0	0	0	0	0	0	0
"hipi"	0	1	0	0	0	0	0	0	0	0
"najem"	1	0	0	1	0	0	1	0	0	1
"najeti"	1	0	0	1	0	0	1	0	0	1
"kosmat"	0	0	0	0	0	0	0	0	0	0
"dlakast"	0	0	0	0	0	0	0	0	0	0
"sikati"	0	1	1	0	0	1	0	0	0	0
"sikanje"	0	1	1	0	0	1	0	0	0	0
"sikajoč"	0	1	0	0	0	0	0	0	0	0
"histologija"	0	0	0	0	0	0	0	0	0	0
"zgodovinar"	0	0	0	0	0	0	0	0	0	0
"zgodovinski"	0	0	0	0	0	0	0	0	0	0
"zgodovinopisje"	0	0	0	0	0	0	0	0	0	0
"zgodovina"	0	0	0	0	0	0	0	0	0	0
"udarec"	0	1	1	0	0	0	0	0	0	0
"udariti"	0	1	1	0	0	0	0	0	0	0
"doslej"	0	1	0	0	0	0	0	0	0	0
"panj"	0	1	0	0	0	0	0	0	0	0
"čebelnjak"	0	1	0	0	0	0	0	0	0	0
"zaloga"	0	0	0	0	0	0	0	0	0	0
"hripav"	0	1	0	0	0	0	0	0	0	0
"prastar"	0	1	0	0	0	0	0	1	0	0
"prevara"	0	1	1	0	1	0	0	1	1	0
"lažen"	0	1	1	0	1	0	0	1	1	0
"preslepiti"	0	1	1	0	1	0	0	1	1	0
"grelna plošča"	0	0	0	0	0	0	0	0	0	0
"konjiček"	1	0	0	0	0	0	1	0	0	0
"hobi"	1	0	0	0	0	0	1	0	0	0
"klatež"	0	1	0	0	0	0	0	1	0	0
"klošar"	0	1	0	0	0	0	0	1	0	0
"hokej"	0	0	0	0	0	0	0	0	0	0
"motika"	0	0	0	0	0	0	0	0	0	0
"prašič"	0	1	0	0	1	0	0	0	0	0
"svinja"	0	1	0	0	1	0	0	0	0	0
"dvigniti"	0	0	0	0	0	0	0	0	0	0
"dvigalo"	0	0	0	0	0	0	0	0	0	0
"držati"	0	0	0	0	0	0	0	0	0	0
"imetnik"	0	0	0	0	0	0	0	0	0	0
"holding"	0	0	0	0	0	0	0	0	0	0
"posest"	0	0	0	0	0	0	0	0	0	0
"lastništvo"	0	0	0	0	0	0	0	0	0	0
"luknja"	0	0	0	0	0	0	0	0	0	0
"počitnice"	1	0	0	1	0	0	1	0	0	0
"svetost"	1	0	0	1	0	1	1	0	1	1
"votel"	0	1	0	0	0	0	0	1	0	0
"holokavst"	0	1	1	0	1	1	0	1	0	0
"svet"	1	0	0	0	0	0	0	0	0	0
"poklon"	1	0	0	0	0	0	0	0	0	0
"brezdomec"	0	1	1	1	1	1	0	1	0	0
"homeopatski"	0	0	0	0	0	0	0	0	0	0
"homeopatija"	0	0	0	0	0	0	0	0	0	0
"domotožen"	0	1	0	0	0	0	0	1	0	0
"farma"	0	0	0	0	0	0	0	0	0	0
"naloga"	0	0	0	0	0	1	0	0	0	0
"morilski"	0	1	1	0	0	1	0	0	0	0
"umor"	0	1	1	0	1	1	0	1	0	0
"pridiga"	0	0	0	0	0	0	0	0	0	0
"homogenost"	0	0	0	0	0	0	0	0	0	0
"homogen"	0	0	0	0	0	0	0	0	0	0
"homologen"	0	0	0	0	0	0	0	0	0	0
"homologen"	0	0	0	0	0	0	0	0	0	0
"homolognost"	1	0	0	0	0	0	0	0	0	0
"podobnost"	1	0	0	0	0	0	0	0	0	0
"homoseksualen"	0	0	0	0	0	0	0	0	0	0
"homoseksualec"	0	0	0	0	0	0	0	0	0	0
"homoseksualnost"	0	1	0	0	0	0	0	0	0	0
"istospolnost"	0	1	0	0	0	0	0	0	0	0
"brusiti"	0	0	0	0	0	0	0	0	0	0
"pošten"	1	0	1	0	1	1	1	1	0	1
"poštenost"	1	0	0	0	0	0	0	0	0	1
"med"	1	0	0	0	0	0	0	0	0	0
"srček"	1	0	0	0	0	0	0	0	0	0
"sat"	0	0	0	0	0	0	0	0	0	0
"satovje"	0	0	0	0	0	0	0	0	0	0
"poročno potovanje"	1	0	0	1	0	0	1	0	1	1
"medeni mesec"	1	0	0	1	0	0	1	0	1	1
"kosteničevje"	0	0	0	0	0	0	0	0	0	0
"čast"	1	0	0	0	0	0	0	0	0	1
"časten"	1	0	0	0	0	0	0	0	0	1
"honorar"	0	0	0	0	0	0	0	0	0	0
"gangster"	0	1	1	0	1	1	0	0	0	0
"razbojnik"	0	1	1	0	1	1	0	0	0	0
"pokrit"	0	0	0	0	0	1	0	0	0	0
"kopito"	0	0	0	0	0	0	0	0	0	0
"kavelj"	0	0	0	0	0	0	0	0	0	0
"zakrivljen"	0	1	0	0	0	0	0	0	0	0
"zasvojen"	0	1	0	0	0	0	0	0	0	0
"cipa"	0	0	0	0	0	0	0	0	0	0
"obroč"	0	0	0	0	0	0	0	0	0	0
"hupanje"	0	1	1	0	1	0	0	0	0	0
"poskočiti"	0	0	0	0	0	0	0	0	0	0
"poskok"	0	0	0	0	0	0	0	0	0	0
"upanje"	1	0	0	1	0	0	1	0	1	1
"poln upanja"	1	0	0	1	0	0	1	0	1	1
"upajoč"	1	0	0	1	0	0	1	0	1	1
"brezupen"	0	1	0	0	0	1	0	1	0	0
"brezupnost"	0	1	1	0	1	1	0	1	0	0
"upanje"	0	0	0	0	0	0	0	0	0	0
"upati"	0	0	0	0	0	0	0	0	0	0
"upajoč"	0	0	0	0	0	0	0	0	0	0
"lijak"	0	0	0	0	0	0	0	0	0	0
"horda"	0	1	0	0	0	0	0	0	1	0
"obzorje"	1	0	0	1	0	0	0	0	0	0
"vodoraven"	0	0	0	0	0	0	0	0	0	0
"horizontalen"	0	0	0	0	0	0	0	0	0	0
"rog"	0	0	0	0	0	0	0	0	0	0
"sršen"	0	0	0	0	0	0	0	0	0	0
"potreben"	0	0	0	0	0	0	0	0	0	0
"horoskop"	0	0	0	1	0	0	0	0	0	0
"grozen"	0	1	1	0	1	1	0	0	0	0
"podel"	0	1	1	0	1	1	0	0	0	0
"grozen"	0	1	0	0	0	0	0	0	0	0
"odvraten"	0	1	1	0	1	1	0	1	0	0
"srhljiv"	0	1	1	0	1	1	0	1	0	0
"prestrašen"	0	1	0	0	0	1	0	0	0	0
"grozljiv"	0	1	0	0	1	1	0	1	0	0
"groza"	0	1	1	0	1	1	0	1	1	0
"grozota"	0	1	0	0	0	1	0	1	0	0
"konj"	0	0	0	0	0	0	0	0	0	1
"konjenik"	0	0	0	0	0	0	0	0	0	0
"podkev"	0	0	0	0	0	0	0	0	0	0
"vrtnarski"	0	0	0	0	0	0	0	0	0	0
"vrtnarstvo"	0	0	0	0	0	0	0	0	0	0
"cev"	0	0	0	0	0	0	0	0	0	0
"nogavice"	0	0	0	0	0	0	0	0	0	0
"hospic"	0	0	0	0	0	0	0	1	0	0
"bolnica"	0	0	0	0	0	1	0	1	0	1
"bolnišnica"	0	0	0	0	0	1	0	1	0	1
"gostoljubnost"	1	0	0	0	0	0	0	0	0	0
"talec"	0	1	1	0	0	1	0	0	0	0
"hostel"	0	0	0	0	0	0	0	0	0	0
"sovražen"	0	1	1	0	1	1	0	0	0	0
"sovražnost"	0	1	1	0	0	1	0	0	0	0
"sovražnost"	0	1	1	0	1	0	0	0	0	0
"vroč"	0	0	1	0	0	0	0	0	0	0
"pekoč"	0	0	1	0	0	0	0	0	0	0
"leglo"	0	0	0	0	0	0	0	0	0	0
"hotel"	0	0	0	0	0	0	0	0	0	0
"ura"	0	0	0	0	0	0	0	0	0	0
"peščena ura"	0	0	0	0	0	0	0	0	0	0
"uren"	0	0	0	0	0	0	0	0	0	0
"hiša"	0	0	0	0	0	0	0	0	0	0
"gospodinjstvo"	1	0	0	0	0	0	0	0	0	0
"hišni lastnik"	0	0	0	0	0	0	0	0	0	0
"oskrbnik"	0	0	0	0	0	0	0	0	0	0
"oskrbnik"	1	0	0	0	0	0	0	0	0	0
"gospodinja"	0	0	0	0	0	0	0	0	0	0
"nastanitev"	0	0	0	0	0	0	0	0	0	0
"vozilo na zračni blazini"	0	0	0	0	0	0	0	0	0	0
"zavijanje"	0	1	1	0	1	1	0	1	1	0
"zavijati"	0	1	1	0	1	1	0	1	1	0
"kakorkoli"	0	0	0	0	0	0	0	0	0	0
"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"pesto"	0	0	0	0	0	0	0	0	0	0
"baza"	0	0	0	0	0	0	0	0	0	0
"gruča"	0	0	0	0	0	0	0	0	0	0
"skupina"	0	0	0	0	0	0	0	0	0	0
"odtenek"	0	0	0	0	0	0	0	0	0	0
"jeziti"	0	1	1	0	1	0	0	0	0	0
"razburjati"	0	1	1	0	1	0	0	0	0	0
"objeti"	1	0	0	0	0	0	1	0	0	1
"objem"	1	0	0	0	0	0	1	0	0	1
"ogromen"	0	0	0	0	0	0	0	0	0	0
"okornež"	0	0	0	0	1	0	0	0	0	0
"velikan"	0	0	0	0	1	0	0	0	0	0
"luščina"	0	0	0	0	0	0	0	0	0	0
"brundati"	0	0	0	0	0	0	0	0	0	0
"človek"	0	0	0	0	0	0	0	0	0	0
"človečen"	1	0	0	0	0	0	0	0	0	0
"human"	1	0	0	0	0	0	0	0	0	0
"humanitaren"	1	0	0	1	0	0	1	0	1	1
"družboslovje"	0	0	0	0	0	0	0	0	0	0
"človeštvo"	1	0	0	0	0	0	1	0	0	1
"skromen"	1	1	0	0	1	0	0	1	0	0
"skromen"	1	0	0	0	0	0	0	1	0	0
"skromno"	1	0	0	0	0	0	0	0	0	0
"prevara"	0	1	1	0	1	0	0	1	0	0
"vlažen"	0	0	0	0	0	0	0	0	0	0
"vlaga"	0	0	0	0	0	0	0	0	0	0
"ponižati"	0	1	1	0	0	0	0	1	0	0
"ponižujoče"	0	1	0	0	1	0	0	0	0	0
"ponižanje"	0	1	0	0	1	0	0	1	0	0
"ponižnost"	1	0	0	0	0	0	0	0	0	1
"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"kolibri"	0	0	0	0	0	0	0	0	0	0
"ogromen"	0	0	0	0	0	0	0	0	0	0
"humorist"	1	0	0	0	0	0	0	0	0	0
"šalji"	1	0	0	0	0	0	1	0	0	0
"zabaven"	1	0	0	0	0	0	1	0	0	0
"grba"	0	0	0	0	0	0	0	0	0	0
"grba"	0	1	0	0	0	0	0	0	0	0
"skriviti"	0	1	0	0	0	0	0	0	0	0
"sto"	0	0	0	0	0	0	0	0	0	0
"stoti"	0	0	0	0	0	0	0	0	0	0
"lakota"	0	0	0	0	0	0	0	0	0	0
"lačen"	0	1	0	1	0	0	0	0	0	0
"velik kos"	0	0	0	0	0	0	0	0	0	0
"zlobnež"	0	0	0	0	0	0	0	0	0	0
"škrt"	0	0	0	0	0	0	0	0	0	0
"lov"	0	0	0	0	0	0	0	0	0	0
"loviti"	0	0	0	0	0	0	0	0	0	0
"lovec"	0	1	0	1	0	1	0	1	0	0
"lov"	0	1	1	1	0	1	0	0	0	0
"vreči"	0	0	0	0	0	0	0	0	0	0
"hura"	1	0	0	0	0	0	1	0	0	0
"orkan"	0	1	0	0	0	1	0	0	0	0
"nagel"	0	1	0	1	0	0	0	0	0	0
"prenagljen"	0	1	0	1	0	0	0	0	0	0
"naglica"	0	0	0	1	0	0	0	0	0	0
"pohiteti"	0	0	0	1	0	0	0	0	0	0
"boleti"	0	1	1	0	0	1	0	1	0	0
"raniti"	0	1	1	0	0	1	0	1	0	0
"đaljiv"	0	1	1	0	1	1	0	1	0	0
"škodljiv"	0	1	1	0	1	1	0	1	0	0
"boleč"	0	1	1	0	0	1	0	1	0	0
"varčnost"	1	0	0	0	0	0	0	0	0	1
"podjetnost"	1	0	0	0	0	0	0	0	0	1
"tišina"	1	0	0	0	0	0	0	0	0	0
"utišan"	0	0	0	0	0	0	0	0	0	0
"lupina"	0	0	0	0	0	0	0	0	0	0
"husky"	0	0	0	0	0	0	0	0	0	0
"naglica"	0	0	0	0	0	0	0	0	0	0
"slepar"	0	1	0	0	0	0	0	0	0	0
"koča"	1	0	0	0	0	0	0	1	0	0
"kletka"	0	0	0	0	0	0	0	0	0	0
"hijacinta"	0	0	0	0	0	0	0	0	0	0
"hibrid"	0	0	0	0	0	0	0	0	0	0
"hidra"	0	1	0	0	0	1	0	0	0	0
"hidravlika"	0	0	0	0	0	0	0	0	0	0
"hidrocefalus"	0	1	0	0	1	1	0	1	0	0
"hidrodinamika"	0	0	0	0	0	0	0	0	0	0
"vodik"	0	0	0	0	0	0	0	0	0	0
"hidrografski"	0	0	0	0	0	0	0	0	0	0
"hidrologija"	0	0	0	0	0	0	0	0	0	0
"higiena"	0	0	0	0	0	0	0	0	0	0
"higienski"	1	0	0	0	0	0	0	0	0	0
"himna"	1	0	0	1	0	0	1	1	0	1
"pomp"	0	1	0	1	0	0	0	0	0	0
"hype"	0	1	0	1	0	0	0	0	0	0
"hiperbola"	0	1	0	0	0	0	0	0	0	0
"hipertrofija"	0	0	0	0	1	1	0	0	1	0
"vezaj"	0	0	0	0	0	0	0	0	0	0
"hipnotik"	0	0	0	0	0	0	0	0	0	0
"hipnotiziran"	0	0	0	0	0	0	0	0	0	0
"hinavščina"	0	1	0	0	0	0	0	0	0	0
"hinavec"	0	1	0	0	1	0	0	0	0	0
"hinavski"	0	1	0	0	1	0	0	0	0	0
"hipoteza"	0	0	0	1	0	0	0	0	1	0
"hipnotičen"	0	0	0	0	0	0	0	0	0	0
"histerija"	0	1	0	0	0	1	0	0	0	0
"histeričen"	0	1	1	0	0	1	0	0	0	0
"led"	0	0	0	0	0	0	0	0	0	0
"ledena gora"	0	0	0	0	0	0	0	0	0	0
"iceberg"	0	0	0	0	0	0	0	0	0	0
"ikona"	0	0	0	0	0	0	0	0	0	0
"ikoničen"	0	0	0	0	0	0	0	0	0	0
"ikonografija"	0	0	0	0	0	0	0	0	0	0
"leden"	0	0	0	0	0	0	0	0	0	0
"ideja"	0	0	0	0	0	0	0	0	0	0
"idealizem"	1	0	0	0	0	0	0	0	0	0
"idealist"	0	0	0	0	0	0	0	0	0	0
"identičen"	0	0	0	0	0	0	0	0	0	0
"enak"	0	0	0	0	0	0	0	0	0	0
"identifikacija"	0	0	0	0	0	0	0	0	0	0
"identificirati"	0	0	0	0	0	0	0	0	0	0
"identiteta"	0	0	0	0	0	0	0	0	0	0
"ideologija"	0	0	0	0	0	0	0	0	0	0
"bedarija"	0	1	1	0	1	0	0	1	0	0
"idiom"	0	0	0	0	0	0	0	0	0	0
"idiomatski"	0	0	0	0	0	0	0	0	0	0
"idiot"	0	1	0	0	1	0	0	0	0	0
"bedak"	0	1	0	0	1	0	0	0	0	0
"idiotski"	0	1	1	0	1	0	0	0	0	0
"mirujoč"	0	0	0	0	0	0	0	0	0	0
"mirovanje"	0	0	0	0	0	0	0	0	0	0
"brezelnež"	0	1	0	0	0	0	0	0	0	0
"idol"	1	0	0	0	0	0	0	0	0	0
"malikovanje"	0	1	0	0	1	1	0	0	0	0
"iglu"	0	0	0	0	0	0	0	0	0	0
"vnet"	0	0	0	0	0	0	0	0	0	0
"vžgati"	0	0	0	0	0	0	0	0	0	0
"vžig"	0	0	0	0	0	0	0	0	0	0
